Canadian Province/CMA,Country,Continent,Gender,Population
"Oshawa (CMA), Ont.","Congo, Democratic Republic of the",Africa,Men+,40
"Oshawa (CMA), Ont.","South Africa, Republic of",Africa,Men+,10
"Oshawa (CMA), Ont.",Afghanistan,Asia,Men+,185
"Oshawa (CMA), Ont.",Iran,Asia,Men+,25
"Oshawa (CMA), Ont.",Iraq,Asia,Men+,15
"Oshawa (CMA), Ont.",Jordan,Asia,Men+,30
"Oshawa (CMA), Ont.",Kuwait,Asia,Men+,10
"Oshawa (CMA), Ont.",Lebanon,Asia,Men+,25
"Oshawa (CMA), Ont.",Saudi Arabia,Asia,Men+,35
"Oshawa (CMA), Ont.",Syria,Asia,Men+,75
"Oshawa (CMA), Ont.",Turkey,Asia,Men+,20
"Oshawa (CMA), Ont.",United Arab Emirates,Asia,Men+,30
"Oshawa (CMA), Ont.",West Bank and Gaza Strip,Asia,Men+,20
"Oshawa (CMA), Ont.",China,Asia,Men+,275
"Oshawa (CMA), Ont.",Hong Kong,Asia,Men+,30
"Oshawa (CMA), Ont.","Korea, South",Asia,Men+,40
"Oshawa (CMA), Ont.",Cambodia,Asia,Men+,10
"Oshawa (CMA), Ont.",Philippines,Asia,Men+,275
"Oshawa (CMA), Ont.",Viet Nam,Asia,Men+,10
"Oshawa (CMA), Ont.",Bangladesh,Asia,Men+,115
"Oshawa (CMA), Ont.",India,Asia,Men+,2000
"Oshawa (CMA), Ont.",Pakistan,Asia,Men+,330
"Oshawa (CMA), Ont.",Sri Lanka,Asia,Men+,110
"Oshawa (CMA), Ont.",United States of America,North America,Women+,235
"Oshawa (CMA), Ont.",El Salvador,North America,Women+,15
"Oshawa (CMA), Ont.",Mexico,North America,Women+,60
"Oshawa (CMA), Ont.",Antigua and Barbuda,North America,Women+,10
"Oshawa (CMA), Ont.",Bahamas,North America,Women+,10
"Oshawa (CMA), Ont.",Barbados,North America,Women+,20
"Oshawa (CMA), Ont.",Cuba,North America,Women+,45
"Oshawa (CMA), Ont.",Dominica,North America,Women+,10
"Oshawa (CMA), Ont.",Dominican Republic,North America,Women+,25
"Oshawa (CMA), Ont.",Grenada,North America,Women+,15
"Oshawa (CMA), Ont.",Haiti,North America,Women+,15
"Oshawa (CMA), Ont.",Jamaica,North America,Women+,280
"Oshawa (CMA), Ont.",Saint Lucia,North America,Women+,15
"Oshawa (CMA), Ont.",Saint Vincent and the Grenadines,North America,Women+,25
"Oshawa (CMA), Ont.",Trinidad and Tobago,North America,Women+,25
"Oshawa (CMA), Ont.",Brazil,South America,Women+,100
"Oshawa (CMA), Ont.",Colombia,South America,Women+,30
"Oshawa (CMA), Ont.",Guyana,South America,Women+,60
"Oshawa (CMA), Ont.",Peru,South America,Women+,10
"Oshawa (CMA), Ont.",Venezuela,South America,Women+,15
"Oshawa (CMA), Ont.",France,Europe,Women+,10
"Oshawa (CMA), Ont.",Germany,Europe,Women+,10
"Oshawa (CMA), Ont.",Hungary,Europe,Women+,10
"Oshawa (CMA), Ont.",Poland,Europe,Women+,40
"Oshawa (CMA), Ont.",Romania,Europe,Women+,20
"Oshawa (CMA), Ont.",Russian Federation,Europe,Women+,50
"Oshawa (CMA), Ont.",Ukraine,Europe,Women+,35
"Oshawa (CMA), Ont.",Ireland,Europe,Women+,10
"Oshawa (CMA), Ont.",United Kingdom,Europe,Women+,90
"Oshawa (CMA), Ont.",Greece,Europe,Women+,15
"Oshawa (CMA), Ont.",North Macedonia,Europe,Women+,10
"Oshawa (CMA), Ont.",Ghana,Africa,Women+,20
"Oshawa (CMA), Ont.",Nigeria,Africa,Women+,310
"Oshawa (CMA), Ont.",Eritrea,Africa,Women+,20
"Oshawa (CMA), Ont.",Ethiopia,Africa,Women+,10
"Oshawa (CMA), Ont.",Somalia,Africa,Women+,15
"Oshawa (CMA), Ont.",Uganda,Africa,Women+,15
"Oshawa (CMA), Ont.",Zimbabwe,Africa,Women+,20
"Oshawa (CMA), Ont.",Egypt,Africa,Women+,55
"Oshawa (CMA), Ont.",Morocco,Africa,Women+,15
"Oshawa (CMA), Ont.",Cameroon,Africa,Women+,30
"Oshawa (CMA), Ont.","Congo, Democratic Republic of the",Africa,Women+,50
"Oshawa (CMA), Ont.","South Africa, Republic of",Africa,Women+,10
"Oshawa (CMA), Ont.",Afghanistan,Asia,Women+,175
"Oshawa (CMA), Ont.",Azerbaijan,Asia,Women+,10
"Oshawa (CMA), Ont.",Iran,Asia,Women+,30
"Oshawa (CMA), Ont.",Iraq,Asia,Women+,20
"Oshawa (CMA), Ont.",Jordan,Asia,Women+,10
"Oshawa (CMA), Ont.",Lebanon,Asia,Women+,35
"Oshawa (CMA), Ont.",Qatar,Asia,Women+,10
"Oshawa (CMA), Ont.",Saudi Arabia,Asia,Women+,60
"Oshawa (CMA), Ont.",Syria,Asia,Women+,110
"Oshawa (CMA), Ont.",Tajikistan,Asia,Women+,10
"Oshawa (CMA), Ont.",Turkey,Asia,Women+,15
"Oshawa (CMA), Ont.",United Arab Emirates,Asia,Women+,25
"Oshawa (CMA), Ont.",West Bank and Gaza Strip,Asia,Women+,10
"Oshawa (CMA), Ont.",China,Asia,Women+,345
"Oshawa (CMA), Ont.",Hong Kong,Asia,Women+,25
"Oshawa (CMA), Ont.",Japan,Asia,Women+,20
"Oshawa (CMA), Ont.","Korea, South",Asia,Women+,45
"Oshawa (CMA), Ont.",Philippines,Asia,Women+,450
"Oshawa (CMA), Ont.",Singapore,Asia,Women+,10
"Oshawa (CMA), Ont.",Viet Nam,Asia,Women+,35
"Oshawa (CMA), Ont.",Bangladesh,Asia,Women+,90
"Oshawa (CMA), Ont.",India,Asia,Women+,2105
"Oshawa (CMA), Ont.",Pakistan,Asia,Women+,340
"Oshawa (CMA), Ont.",Sri Lanka,Asia,Women+,130
"Oshawa (CMA), Ont.",United States of America,North America,Men+,145
"Oshawa (CMA), Ont.",El Salvador,North America,Men+,15
"Oshawa (CMA), Ont.",Honduras,North America,Men+,15
"Oshawa (CMA), Ont.",Mexico,North America,Men+,20
"Oshawa (CMA), Ont.",Antigua and Barbuda,North America,Men+,10
"Oshawa (CMA), Ont.",Barbados,North America,Men+,25
"Oshawa (CMA), Ont.",Bermuda,North America,Men+,10
"Oshawa (CMA), Ont.",Cuba,North America,Men+,15
"Oshawa (CMA), Ont.",Dominican Republic,North America,Men+,10
"Oshawa (CMA), Ont.",Grenada,North America,Men+,15
"Oshawa (CMA), Ont.",Jamaica,North America,Men+,210
"Oshawa (CMA), Ont.",Saint Lucia,North America,Men+,20
"Oshawa (CMA), Ont.",Saint Vincent and the Grenadines,North America,Men+,10
"Oshawa (CMA), Ont.",Trinidad and Tobago,North America,Men+,50
"Oshawa (CMA), Ont.",Brazil,South America,Men+,115
"Oshawa (CMA), Ont.",Colombia,South America,Men+,15
"Oshawa (CMA), Ont.",Guyana,South America,Men+,30
"Oshawa (CMA), Ont.",Venezuela,South America,Men+,15
"Oshawa (CMA), Ont.",France,Europe,Men+,20
"Oshawa (CMA), Ont.",Netherlands,Europe,Men+,15
"Oshawa (CMA), Ont.",Hungary,Europe,Men+,10
"Oshawa (CMA), Ont.",Poland,Europe,Men+,20
"Oshawa (CMA), Ont.",Romania,Europe,Men+,10
"Oshawa (CMA), Ont.",Russian Federation,Europe,Men+,10
"Oshawa (CMA), Ont.",Ukraine,Europe,Men+,25
"Oshawa (CMA), Ont.",Denmark,Europe,Men+,10
"Oshawa (CMA), Ont.",Ireland,Europe,Men+,30
"Oshawa (CMA), Ont.",United Kingdom,Europe,Men+,115
"Oshawa (CMA), Ont.",Greece,Europe,Men+,20
"Oshawa (CMA), Ont.",North Macedonia,Europe,Men+,10
"Oshawa (CMA), Ont.",Portugal,Europe,Men+,10
"Oshawa (CMA), Ont.",Ghana,Africa,Men+,10
"Oshawa (CMA), Ont.",Nigeria,Africa,Men+,305
"Oshawa (CMA), Ont.",Ethiopia,Africa,Men+,10
"Oshawa (CMA), Ont.",Kenya,Africa,Men+,10
"Oshawa (CMA), Ont.",Uganda,Africa,Men+,10
"Oshawa (CMA), Ont.",Egypt,Africa,Men+,35
"Oshawa (CMA), Ont.",Morocco,Africa,Men+,10
"Oshawa (CMA), Ont.",Cameroon,Africa,Men+,10
"Oshawa (CMA), Ont.","Congo, Democratic Republic of the",Africa,Men+,30
"Oshawa (CMA), Ont.","South Africa, Republic of",Africa,Men+,10
"Oshawa (CMA), Ont.",Afghanistan,Asia,Men+,180
"Oshawa (CMA), Ont.",Iran,Asia,Men+,25
"Oshawa (CMA), Ont.",Iraq,Asia,Men+,15
"Oshawa (CMA), Ont.",Jordan,Asia,Men+,25
"Oshawa (CMA), Ont.",Kuwait,Asia,Men+,10
"Oshawa (CMA), Ont.",Lebanon,Asia,Men+,15
"Oshawa (CMA), Ont.",Saudi Arabia,Asia,Men+,35
"Oshawa (CMA), Ont.",Syria,Asia,Men+,55
"Oshawa (CMA), Ont.",Turkey,Asia,Men+,20
"Oshawa (CMA), Ont.",United Arab Emirates,Asia,Men+,25
"Oshawa (CMA), Ont.",West Bank and Gaza Strip,Asia,Men+,20
"Oshawa (CMA), Ont.",China,Asia,Men+,255
"Oshawa (CMA), Ont.",Hong Kong,Asia,Men+,30
"Oshawa (CMA), Ont.","Korea, South",Asia,Men+,40
"Oshawa (CMA), Ont.",Cambodia,Asia,Men+,10
"Oshawa (CMA), Ont.",Philippines,Asia,Men+,240
"Oshawa (CMA), Ont.",Viet Nam,Asia,Men+,10
"Oshawa (CMA), Ont.",Bangladesh,Asia,Men+,85
"Oshawa (CMA), Ont.",India,Asia,Men+,1875
"Oshawa (CMA), Ont.",Pakistan,Asia,Men+,270
"Oshawa (CMA), Ont.",Sri Lanka,Asia,Men+,105
"Oshawa (CMA), Ont.",United States of America,North America,Women+,225
"Oshawa (CMA), Ont.",El Salvador,North America,Women+,15
"Oshawa (CMA), Ont.",Mexico,North America,Women+,55
"Oshawa (CMA), Ont.",Antigua and Barbuda,North America,Women+,10
"Oshawa (CMA), Ont.",Bahamas,North America,Women+,10
"Oshawa (CMA), Ont.",Barbados,North America,Women+,20
"Oshawa (CMA), Ont.",Cuba,North America,Women+,35
"Oshawa (CMA), Ont.",Dominica,North America,Women+,10
"Oshawa (CMA), Ont.",Dominican Republic,North America,Women+,20
"Oshawa (CMA), Ont.",Grenada,North America,Women+,15
"Oshawa (CMA), Ont.",Haiti,North America,Women+,15
"Oshawa (CMA), Ont.",Jamaica,North America,Women+,265
"Oshawa (CMA), Ont.",Saint Lucia,North America,Women+,15
"Oshawa (CMA), Ont.",Saint Vincent and the Grenadines,North America,Women+,15
"Oshawa (CMA), Ont.",Trinidad and Tobago,North America,Women+,25
"Oshawa (CMA), Ont.",Brazil,South America,Women+,100
"Oshawa (CMA), Ont.",Colombia,South America,Women+,30
"Oshawa (CMA), Ont.",Guyana,South America,Women+,50
"Oshawa (CMA), Ont.",Peru,South America,Women+,10
"Oshawa (CMA), Ont.",Venezuela,South America,Women+,15
"Oshawa (CMA), Ont.",France,Europe,Women+,10
"Oshawa (CMA), Ont.",Poland,Europe,Women+,40
"Oshawa (CMA), Ont.",Romania,Europe,Women+,20
"Oshawa (CMA), Ont.",Russian Federation,Europe,Women+,50
"Oshawa (CMA), Ont.",Ukraine,Europe,Women+,30
"Oshawa (CMA), Ont.",United Kingdom,Europe,Women+,90
"Oshawa (CMA), Ont.",Greece,Europe,Women+,15
"Oshawa (CMA), Ont.",Ghana,Africa,Women+,20
"Oshawa (CMA), Ont.",Nigeria,Africa,Women+,265
"Oshawa (CMA), Ont.",Eritrea,Africa,Women+,20
"Oshawa (CMA), Ont.",Ethiopia,Africa,Women+,10
"Oshawa (CMA), Ont.",Somalia,Africa,Women+,15
"Oshawa (CMA), Ont.",Uganda,Africa,Women+,15
"Oshawa (CMA), Ont.",Zimbabwe,Africa,Women+,20
"Oshawa (CMA), Ont.",Egypt,Africa,Women+,45
"Oshawa (CMA), Ont.",Morocco,Africa,Women+,15
"Oshawa (CMA), Ont.",Cameroon,Africa,Women+,25
"Oshawa (CMA), Ont.","Congo, Democratic Republic of the",Africa,Women+,40
"Oshawa (CMA), Ont.","South Africa, Republic of",Africa,Women+,10
"Oshawa (CMA), Ont.",Afghanistan,Asia,Women+,145
"Oshawa (CMA), Ont.",Azerbaijan,Asia,Women+,10
"Oshawa (CMA), Ont.",Iran,Asia,Women+,25
"Oshawa (CMA), Ont.",Iraq,Asia,Women+,20
"Oshawa (CMA), Ont.",Jordan,Asia,Women+,10
"Oshawa (CMA), Ont.",Lebanon,Asia,Women+,35
"Oshawa (CMA), Ont.",Saudi Arabia,Asia,Women+,55
"Oshawa (CMA), Ont.",Syria,Asia,Women+,85
"Oshawa (CMA), Ont.",Tajikistan,Asia,Women+,10
"Oshawa (CMA), Ont.",Turkey,Asia,Women+,15
"Oshawa (CMA), Ont.",United Arab Emirates,Asia,Women+,25
"Oshawa (CMA), Ont.",West Bank and Gaza Strip,Asia,Women+,10
"Oshawa (CMA), Ont.",China,Asia,Women+,330
"Oshawa (CMA), Ont.",Hong Kong,Asia,Women+,25
"Oshawa (CMA), Ont.",Japan,Asia,Women+,20
"Oshawa (CMA), Ont.","Korea, South",Asia,Women+,45
"Oshawa (CMA), Ont.",Philippines,Asia,Women+,410
"Oshawa (CMA), Ont.",Singapore,Asia,Women+,10
"Oshawa (CMA), Ont.",Viet Nam,Asia,Women+,35
"Oshawa (CMA), Ont.",Bangladesh,Asia,Women+,70
"Oshawa (CMA), Ont.",India,Asia,Women+,2020
"Oshawa (CMA), Ont.",Pakistan,Asia,Women+,300
"Oshawa (CMA), Ont.",Sri Lanka,Asia,Women+,125
"Ottawa - Gatineau (CMA), Ont./Que.",United States of America,North America,Men+,915
"Ottawa - Gatineau (CMA), Ont./Que.",Costa Rica,North America,Men+,10
"Ottawa - Gatineau (CMA), Ont./Que.",El Salvador,North America,Men+,55
"Ottawa - Gatineau (CMA), Ont./Que.",Honduras,North America,Men+,20
"Ottawa - Gatineau (CMA), Ont./Que.",Mexico,North America,Men+,175
"Ottawa - Gatineau (CMA), Ont./Que.",Bahamas,North America,Men+,25
"Ottawa - Gatineau (CMA), Ont./Que.",Barbados,North America,Men+,20
"Ottawa - Gatineau (CMA), Ont./Que.",Cuba,North America,Men+,75
"Ottawa - Gatineau (CMA), Ont./Que.",Dominica,North America,Men+,10
"Ottawa - Gatineau (CMA), Ont./Que.",Dominican Republic,North America,Men+,110
"Ottawa - Gatineau (CMA), Ont./Que.",Haiti,North America,Men+,620
"Ottawa - Gatineau (CMA), Ont./Que.",Jamaica,North America,Men+,115
"Ottawa - Gatineau (CMA), Ont./Que.",Saint Lucia,North America,Men+,10
"Ottawa - Gatineau (CMA), Ont./Que.",Saint Vincent and the Grenadines,North America,Men+,10
"Ottawa - Gatineau (CMA), Ont./Que.",Trinidad and Tobago,North America,Men+,30
"Ottawa - Gatineau (CMA), Ont./Que.",Argentina,South America,Men+,25
"Ottawa - Gatineau (CMA), Ont./Que.",Brazil,South America,Men+,425
"Ottawa - Gatineau (CMA), Ont./Que.",Chile,South America,Men+,45
"Ottawa - Gatineau (CMA), Ont./Que.",Colombia,South America,Men+,220
"Ottawa - Gatineau (CMA), Ont./Que.",Ecuador,South America,Men+,30
"Ottawa - Gatineau (CMA), Ont./Que.",Peru,South America,Men+,25
"Ottawa - Gatineau (CMA), Ont./Que.",Venezuela,South America,Men+,60
"Ottawa - Gatineau (CMA), Ont./Que.",Belgium,Europe,Men+,85
"Ottawa - Gatineau (CMA), Ont./Que.",France,Europe,Men+,495
"Ottawa - Gatineau (CMA), Ont./Que.",Germany,Europe,Men+,135
"Ottawa - Gatineau (CMA), Ont./Que.",Netherlands,Europe,Men+,45
"Ottawa - Gatineau (CMA), Ont./Que.",Switzerland,Europe,Men+,25
"Ottawa - Gatineau (CMA), Ont./Que.",Belarus,Europe,Men+,40
"Ottawa - Gatineau (CMA), Ont./Que.",Bulgaria,Europe,Men+,15
"Ottawa - Gatineau (CMA), Ont./Que.",Hungary,Europe,Men+,10
"Ottawa - Gatineau (CMA), Ont./Que.",Latvia,Europe,Men+,10
"Ottawa - Gatineau (CMA), Ont./Que.",Lithuania,Europe,Men+,15
"Ottawa - Gatineau (CMA), Ont./Que.",Moldova,Europe,Men+,50
"Ottawa - Gatineau (CMA), Ont./Que.",Poland,Europe,Men+,40
"Ottawa - Gatineau (CMA), Ont./Que.",Romania,Europe,Men+,95
"Ottawa - Gatineau (CMA), Ont./Que.",Russian Federation,Europe,Men+,240
"Ottawa - Gatineau (CMA), Ont./Que.",Slovakia,Europe,Men+,15
"Ottawa - Gatineau (CMA), Ont./Que.",Ukraine,Europe,Men+,330
"Ottawa - Gatineau (CMA), Ont./Que.",Denmark,Europe,Men+,25
"Ottawa - Gatineau (CMA), Ont./Que.",Ireland,Europe,Men+,105
"Ottawa - Gatineau (CMA), Ont./Que.",Norway,Europe,Men+,15
"Ottawa - Gatineau (CMA), Ont./Que.",Sweden,Europe,Men+,25
"Ottawa - Gatineau (CMA), Ont./Que.",United Kingdom,Europe,Men+,480
"Ottawa - Gatineau (CMA), Ont./Que.",Albania,Europe,Men+,30
"Ottawa - Gatineau (CMA), Ont./Que.",Bosnia and Herzegovina,Europe,Men+,15
"Ottawa - Gatineau (CMA), Ont./Que.",Croatia,Europe,Men+,10
"Ottawa - Gatineau (CMA), Ont./Que.",Greece,Europe,Men+,30
"Ottawa - Gatineau (CMA), Ont./Que.",Italy,Europe,Men+,45
"Ottawa - Gatineau (CMA), Ont./Que.",Kosovo,Europe,Men+,15
"Ottawa - Gatineau (CMA), Ont./Que.",Malta,Europe,Men+,10
"Ottawa - Gatineau (CMA), Ont./Que.",North Macedonia,Europe,Men+,10
"Ottawa - Gatineau (CMA), Ont./Que.",Portugal,Europe,Men+,20
"Ottawa - Gatineau (CMA), Ont./Que.",Serbia,Europe,Men+,15
"Ottawa - Gatineau (CMA), Ont./Que.",Spain,Europe,Men+,75
"Ottawa - Gatineau (CMA), Ont./Que.",Benin,Africa,Men+,95
"Ottawa - Gatineau (CMA), Ont./Que.",Burkina Faso,Africa,Men+,55
"Ottawa - Gatineau (CMA), Ont./Que.",Côte d'Ivoire,Africa,Men+,410
"Ottawa - Gatineau (CMA), Ont./Que.",Gambia,Africa,Men+,20
"Ottawa - Gatineau (CMA), Ont./Que.",Ghana,Africa,Men+,110
"Ottawa - Gatineau (CMA), Ont./Que.",Guinea,Africa,Men+,115
"Ottawa - Gatineau (CMA), Ont./Que.",Mali,Africa,Men+,35
"Ottawa - Gatineau (CMA), Ont./Que.",Mauritania,Africa,Men+,10
"Ottawa - Gatineau (CMA), Ont./Que.",Niger,Africa,Men+,45
"Ottawa - Gatineau (CMA), Ont./Que.",Nigeria,Africa,Men+,980
"Ottawa - Gatineau (CMA), Ont./Que.",Senegal,Africa,Men+,70
"Ottawa - Gatineau (CMA), Ont./Que.",Sierra Leone,Africa,Men+,10
"Ottawa - Gatineau (CMA), Ont./Que.",Togo,Africa,Men+,100
"Ottawa - Gatineau (CMA), Ont./Que.",Burundi,Africa,Men+,925
"Ottawa - Gatineau (CMA), Ont./Que.",Djibouti,Africa,Men+,345
"Ottawa - Gatineau (CMA), Ont./Que.",Eritrea,Africa,Men+,305
"Ottawa - Gatineau (CMA), Ont./Que.",Ethiopia,Africa,Men+,225
"Ottawa - Gatineau (CMA), Ont./Que.",Kenya,Africa,Men+,125
"Ottawa - Gatineau (CMA), Ont./Que.",Madagascar,Africa,Men+,20
"Ottawa - Gatineau (CMA), Ont./Que.",Mauritius,Africa,Men+,50
"Ottawa - Gatineau (CMA), Ont./Que.",Rwanda,Africa,Men+,225
"Ottawa - Gatineau (CMA), Ont./Que.",Somalia,Africa,Men+,305
"Ottawa - Gatineau (CMA), Ont./Que.",Tanzania,Africa,Men+,95
"Ottawa - Gatineau (CMA), Ont./Que.",Uganda,Africa,Men+,55
"Ottawa - Gatineau (CMA), Ont./Que.",Zambia,Africa,Men+,40
"Ottawa - Gatineau (CMA), Ont./Que.",Zimbabwe,Africa,Men+,55
"Ottawa - Gatineau (CMA), Ont./Que.",Algeria,Africa,Men+,425
"Ottawa - Gatineau (CMA), Ont./Que.",Egypt,Africa,Men+,420
"Ottawa - Gatineau (CMA), Ont./Que.",Libya,Africa,Men+,290
"Ottawa - Gatineau (CMA), Ont./Que.",Morocco,Africa,Men+,660
"Ottawa - Gatineau (CMA), Ont./Que.",Sudan,Africa,Men+,125
"Ottawa - Gatineau (CMA), Ont./Que.",Tunisia,Africa,Men+,320
"Ottawa - Gatineau (CMA), Ont./Que.",Cameroon,Africa,Men+,555
"Ottawa - Gatineau (CMA), Ont./Que.",Central African Republic,Africa,Men+,10
"Ottawa - Gatineau (CMA), Ont./Que.",Chad,Africa,Men+,65
"Ottawa - Gatineau (CMA), Ont./Que.","Congo, Democratic Republic of the",Africa,Men+,675
"Ottawa - Gatineau (CMA), Ont./Que.","Congo, Republic of the",Africa,Men+,50
"Ottawa - Gatineau (CMA), Ont./Que.",Gabon,Africa,Men+,10
"Ottawa - Gatineau (CMA), Ont./Que.",Botswana,Africa,Men+,25
"Ottawa - Gatineau (CMA), Ont./Que.","South Africa, Republic of",Africa,Men+,170
"Ottawa - Gatineau (CMA), Ont./Que.",Afghanistan,Asia,Men+,400
"Ottawa - Gatineau (CMA), Ont./Que.",Armenia,Asia,Men+,25
"Ottawa - Gatineau (CMA), Ont./Que.",Azerbaijan,Asia,Men+,15
"Ottawa - Gatineau (CMA), Ont./Que.",Bahrain,Asia,Men+,20
"Ottawa - Gatineau (CMA), Ont./Que.",Cyprus,Asia,Men+,20
"Ottawa - Gatineau (CMA), Ont./Que.",Georgia,Asia,Men+,10
"Ottawa - Gatineau (CMA), Ont./Que.",Iran,Asia,Men+,440
"Ottawa - Gatineau (CMA), Ont./Que.",Iraq,Asia,Men+,500
"Ottawa - Gatineau (CMA), Ont./Que.",Israel,Asia,Men+,95
"Ottawa - Gatineau (CMA), Ont./Que.",Jordan,Asia,Men+,180
"Ottawa - Gatineau (CMA), Ont./Que.",Kazakhstan,Asia,Men+,50
"Ottawa - Gatineau (CMA), Ont./Que.",Kuwait,Asia,Men+,210
"Ottawa - Gatineau (CMA), Ont./Que.",Kyrgyzstan,Asia,Men+,20
"Ottawa - Gatineau (CMA), Ont./Que.",Lebanon,Asia,Men+,670
"Ottawa - Gatineau (CMA), Ont./Que.",Oman,Asia,Men+,15
"Ottawa - Gatineau (CMA), Ont./Que.",Qatar,Asia,Men+,65
"Ottawa - Gatineau (CMA), Ont./Que.",Saudi Arabia,Asia,Men+,345
"Ottawa - Gatineau (CMA), Ont./Que.",Syria,Asia,Men+,2570
"Ottawa - Gatineau (CMA), Ont./Que.",Turkey,Asia,Men+,405
"Ottawa - Gatineau (CMA), Ont./Que.",United Arab Emirates,Asia,Men+,315
"Ottawa - Gatineau (CMA), Ont./Que.",Uzbekistan,Asia,Men+,30
"Ottawa - Gatineau (CMA), Ont./Que.",West Bank and Gaza Strip,Asia,Men+,60
"Ottawa - Gatineau (CMA), Ont./Que.",Yemen,Asia,Men+,160
"Ottawa - Gatineau (CMA), Ont./Que.",China,Asia,Men+,1595
"Ottawa - Gatineau (CMA), Ont./Que.",Hong Kong,Asia,Men+,50
"Ottawa - Gatineau (CMA), Ont./Que.",Japan,Asia,Men+,15
"Ottawa - Gatineau (CMA), Ont./Que.","Korea, South",Asia,Men+,175
"Ottawa - Gatineau (CMA), Ont./Que.",Taiwan,Asia,Men+,50
"Ottawa - Gatineau (CMA), Ont./Que.",Cambodia,Asia,Men+,20
"Ottawa - Gatineau (CMA), Ont./Que.",Indonesia,Asia,Men+,40
"Ottawa - Gatineau (CMA), Ont./Que.",Malaysia,Asia,Men+,45
"Ottawa - Gatineau (CMA), Ont./Que.",Philippines,Asia,Men+,1300
"Ottawa - Gatineau (CMA), Ont./Que.",Singapore,Asia,Men+,30
"Ottawa - Gatineau (CMA), Ont./Que.",Thailand,Asia,Men+,25
"Ottawa - Gatineau (CMA), Ont./Que.",Viet Nam,Asia,Men+,195
"Ottawa - Gatineau (CMA), Ont./Que.",Bangladesh,Asia,Men+,275
"Ottawa - Gatineau (CMA), Ont./Que.",India,Asia,Men+,3290
"Ottawa - Gatineau (CMA), Ont./Que.",Nepal,Asia,Men+,45
"Ottawa - Gatineau (CMA), Ont./Que.",Pakistan,Asia,Men+,515
"Ottawa - Gatineau (CMA), Ont./Que.",Sri Lanka,Asia,Men+,125
"Ottawa - Gatineau (CMA), Ont./Que.",United States of America,North America,Women+,875
"Ottawa - Gatineau (CMA), Ont./Que.",Costa Rica,North America,Women+,25
"Ottawa - Gatineau (CMA), Ont./Que.",El Salvador,North America,Women+,90
"Ottawa - Gatineau (CMA), Ont./Que.",Guatemala,North America,Women+,10
"Ottawa - Gatineau (CMA), Ont./Que.",Honduras,North America,Women+,15
"Ottawa - Gatineau (CMA), Ont./Que.",Mexico,North America,Women+,240
"Ottawa - Gatineau (CMA), Ont./Que.",Nicaragua,North America,Women+,35
"Ottawa - Gatineau (CMA), Ont./Que.",Bahamas,North America,Women+,10
"Ottawa - Gatineau (CMA), Ont./Que.",Barbados,North America,Women+,10
"Ottawa - Gatineau (CMA), Ont./Que.",Cuba,North America,Women+,60
"Ottawa - Gatineau (CMA), Ont./Que.",Dominica,North America,Women+,10
"Ottawa - Gatineau (CMA), Ont./Que.",Dominican Republic,North America,Women+,105
"Ottawa - Gatineau (CMA), Ont./Que.",Haiti,North America,Women+,745
"Ottawa - Gatineau (CMA), Ont./Que.",Jamaica,North America,Women+,105
"Ottawa - Gatineau (CMA), Ont./Que.",Puerto Rico,North America,Women+,10
"Ottawa - Gatineau (CMA), Ont./Que.",Saint Lucia,North America,Women+,10
"Ottawa - Gatineau (CMA), Ont./Que.",Saint Vincent and the Grenadines,North America,Women+,10
"Ottawa - Gatineau (CMA), Ont./Que.",Trinidad and Tobago,North America,Women+,40
"Ottawa - Gatineau (CMA), Ont./Que.",Argentina,South America,Women+,40
"Ottawa - Gatineau (CMA), Ont./Que.",Bolivia,South America,Women+,10
"Ottawa - Gatineau (CMA), Ont./Que.",Brazil,South America,Women+,430
"Ottawa - Gatineau (CMA), Ont./Que.",Chile,South America,Women+,20
"Ottawa - Gatineau (CMA), Ont./Que.",Colombia,South America,Women+,300
"Ottawa - Gatineau (CMA), Ont./Que.",Ecuador,South America,Women+,10
"Ottawa - Gatineau (CMA), Ont./Que.",Guyana,South America,Women+,15
"Ottawa - Gatineau (CMA), Ont./Que.",Peru,South America,Women+,40
"Ottawa - Gatineau (CMA), Ont./Que.",Venezuela,South America,Women+,90
"Ottawa - Gatineau (CMA), Ont./Que.",Austria,Europe,Women+,10
"Ottawa - Gatineau (CMA), Ont./Que.",Belgium,Europe,Women+,55
"Ottawa - Gatineau (CMA), Ont./Que.",France,Europe,Women+,495
"Ottawa - Gatineau (CMA), Ont./Que.",Germany,Europe,Women+,85
"Ottawa - Gatineau (CMA), Ont./Que.",Netherlands,Europe,Women+,25
"Ottawa - Gatineau (CMA), Ont./Que.",Switzerland,Europe,Women+,25
"Ottawa - Gatineau (CMA), Ont./Que.",Belarus,Europe,Women+,75
