Canadian CMA,Country,Continent,Gender,Population,Province
Calgary,Nigeria,Africa,Men+,3045,Alberta
Calgary,Senegal,Africa,Men+,10,Alberta
Calgary,Burundi,Africa,Men+,15,Alberta
Calgary,Eritrea,Africa,Men+,1340,Alberta
Calgary,Ethiopia,Africa,Men+,885,Alberta
Calgary,Kenya,Africa,Men+,165,Alberta
Calgary,Mauritius,Africa,Men+,45,Alberta
Calgary,Rwanda,Africa,Men+,25,Alberta
Calgary,Somalia,Africa,Men+,135,Alberta
Calgary,South Sudan,Africa,Men+,35,Alberta
Calgary,Tanzania,Africa,Men+,60,Alberta
Calgary,Uganda,Africa,Men+,105,Alberta
Calgary,Zambia,Africa,Men+,15,Alberta
Calgary,Zimbabwe,Africa,Men+,100,Alberta
Calgary,Algeria,Africa,Men+,15,Alberta
Calgary,Egypt,Africa,Men+,300,Alberta
Calgary,Libya,Africa,Men+,95,Alberta
Calgary,Morocco,Africa,Men+,105,Alberta
Calgary,Sudan,Africa,Men+,215,Alberta
Calgary,Tunisia,Africa,Men+,65,Alberta
Calgary,Cameroon,Africa,Men+,190,Alberta
Calgary,"Congo, Democratic Republic of the",Africa,Men+,80,Alberta
Calgary,"Congo, Republic of the",Africa,Men+,10,Alberta
Calgary,Botswana,Africa,Men+,15,Alberta
Calgary,"South Africa, Republic of",Africa,Men+,410,Alberta
Calgary,Afghanistan,Asia,Men+,415,Alberta
Calgary,Armenia,Asia,Men+,15,Alberta
Calgary,Azerbaijan,Asia,Men+,45,Alberta
Calgary,Bahrain,Asia,Men+,10,Alberta
Calgary,Georgia,Asia,Men+,10,Alberta
Calgary,Iran,Asia,Men+,415,Alberta
Calgary,Iraq,Asia,Men+,440,Alberta
Calgary,Israel,Asia,Men+,190,Alberta
Calgary,Jordan,Asia,Men+,95,Alberta
Calgary,Kazakhstan,Asia,Men+,75,Alberta
Calgary,Kuwait,Asia,Men+,65,Alberta
Calgary,Kyrgyzstan,Asia,Men+,20,Alberta
Calgary,Lebanon,Asia,Men+,220,Alberta
Calgary,Oman,Asia,Men+,10,Alberta
Calgary,Qatar,Asia,Men+,40,Alberta
Calgary,Saudi Arabia,Asia,Men+,160,Alberta
Calgary,Syria,Asia,Men+,1630,Alberta
Calgary,Turkey,Asia,Men+,175,Alberta
Calgary,Turkmenistan,Asia,Men+,15,Alberta
Calgary,United Arab Emirates,Asia,Men+,205,Alberta
Calgary,Uzbekistan,Asia,Men+,25,Alberta
Calgary,West Bank and Gaza Strip,Asia,Men+,70,Alberta
Calgary,Yemen,Asia,Men+,95,Alberta
Calgary,China,Asia,Men+,2440,Alberta
Calgary,Hong Kong,Asia,Men+,115,Alberta
Calgary,Japan,Asia,Men+,25,Alberta
Calgary,"Korea, South",Asia,Men+,775,Alberta
Calgary,Mongolia,Asia,Men+,60,Alberta
Calgary,Taiwan,Asia,Men+,95,Alberta
Calgary,Cambodia,Asia,Men+,45,Alberta
Calgary,Indonesia,Asia,Men+,60,Alberta
Calgary,Laos,Asia,Men+,10,Alberta
Calgary,Malaysia,Asia,Men+,50,Alberta
Calgary,Myanmar,Asia,Men+,30,Alberta
Calgary,Philippines,Asia,Men+,7435,Alberta
Calgary,Singapore,Asia,Men+,15,Alberta
Calgary,Thailand,Asia,Men+,55,Alberta
Calgary,Viet Nam,Asia,Men+,315,Alberta
Calgary,Bangladesh,Asia,Men+,315,Alberta
Calgary,India,Asia,Men+,7400,Alberta
Calgary,Nepal,Asia,Men+,240,Alberta
Calgary,Pakistan,Asia,Men+,1145,Alberta
Calgary,Sri Lanka,Asia,Men+,80,Alberta
Calgary,United States of America,North America,Women+,1255,Alberta
Calgary,Belize,North America,Women+,15,Alberta
Calgary,Costa Rica,North America,Women+,15,Alberta
Calgary,El Salvador,North America,Women+,75,Alberta
Calgary,Guatemala,North America,Women+,35,Alberta
Calgary,Honduras,North America,Women+,40,Alberta
Calgary,Mexico,North America,Women+,695,Alberta
Calgary,Nicaragua,North America,Women+,40,Alberta
Calgary,Panama,North America,Women+,15,Alberta
Calgary,Antigua and Barbuda,North America,Women+,10,Alberta
Calgary,Bahamas,North America,Women+,10,Alberta
Calgary,Barbados,North America,Women+,10,Alberta
Calgary,Cuba,North America,Women+,70,Alberta
Calgary,Dominican Republic,North America,Women+,65,Alberta
Calgary,Haiti,North America,Women+,45,Alberta
Calgary,Jamaica,North America,Women+,295,Alberta
Calgary,Saint Lucia,North America,Women+,10,Alberta
Calgary,Saint Vincent and the Grenadines,North America,Women+,10,Alberta
Calgary,Trinidad and Tobago,North America,Women+,45,Alberta
Calgary,Argentina,South America,Women+,65,Alberta
Calgary,Bolivia,South America,Women+,25,Alberta
Calgary,Brazil,South America,Women+,515,Alberta
Calgary,Chile,South America,Women+,70,Alberta
Calgary,Colombia,South America,Women+,405,Alberta
Calgary,Ecuador,South America,Women+,35,Alberta
Calgary,Paraguay,South America,Women+,15,Alberta
Calgary,Peru,South America,Women+,70,Alberta
Calgary,Venezuela,South America,Women+,505,Alberta
Calgary,Belgium,Europe,Women+,20,Alberta
Calgary,France,Europe,Women+,125,Alberta
Calgary,Germany,Europe,Women+,130,Alberta
Calgary,Netherlands,Europe,Women+,45,Alberta
Calgary,Switzerland,Europe,Women+,20,Alberta
Calgary,Belarus,Europe,Women+,35,Alberta
Calgary,Bulgaria,Europe,Women+,45,Alberta
Calgary,Czechia,Europe,Women+,65,Alberta
Calgary,Estonia,Europe,Women+,15,Alberta
Calgary,Hungary,Europe,Women+,40,Alberta
Calgary,Latvia,Europe,Women+,10,Alberta
Calgary,Lithuania,Europe,Women+,25,Alberta
Calgary,Moldova,Europe,Women+,120,Alberta
Calgary,Poland,Europe,Women+,215,Alberta
Calgary,Romania,Europe,Women+,185,Alberta
Calgary,Russian Federation,Europe,Women+,445,Alberta
Calgary,Slovakia,Europe,Women+,55,Alberta
Calgary,Ukraine,Europe,Women+,410,Alberta
Calgary,Finland,Europe,Women+,25,Alberta
Calgary,Ireland,Europe,Women+,170,Alberta
Calgary,Norway,Europe,Women+,10,Alberta
Calgary,Sweden,Europe,Women+,25,Alberta
Calgary,United Kingdom,Europe,Women+,750,Alberta
Calgary,Albania,Europe,Women+,85,Alberta
Calgary,Bosnia and Herzegovina,Europe,Women+,45,Alberta
Calgary,Croatia,Europe,Women+,85,Alberta
Calgary,Greece,Europe,Women+,35,Alberta
Calgary,Italy,Europe,Women+,115,Alberta
Calgary,Kosovo,Europe,Women+,40,Alberta
Calgary,Portugal,Europe,Women+,50,Alberta
Calgary,Serbia,Europe,Women+,30,Alberta
Calgary,Spain,Europe,Women+,70,Alberta
Calgary,Côte d'Ivoire,Africa,Women+,25,Alberta
Calgary,Gambia,Africa,Women+,10,Alberta
Calgary,Ghana,Africa,Women+,205,Alberta
Calgary,Guinea,Africa,Women+,15,Alberta
Calgary,Liberia,Africa,Women+,10,Alberta
Calgary,Nigeria,Africa,Women+,3125,Alberta
Calgary,Senegal,Africa,Women+,25,Alberta
Calgary,Burundi,Africa,Women+,25,Alberta
Calgary,Eritrea,Africa,Women+,1205,Alberta
Calgary,Ethiopia,Africa,Women+,965,Alberta
Calgary,Kenya,Africa,Women+,135,Alberta
Calgary,Madagascar,Africa,Women+,10,Alberta
Calgary,Mauritius,Africa,Women+,25,Alberta
Calgary,Mozambique,Africa,Women+,10,Alberta
Calgary,Rwanda,Africa,Women+,25,Alberta
Calgary,Somalia,Africa,Women+,170,Alberta
Calgary,South Sudan,Africa,Women+,90,Alberta
Calgary,Tanzania,Africa,Women+,60,Alberta
Calgary,Uganda,Africa,Women+,40,Alberta
Calgary,Zambia,Africa,Women+,15,Alberta
Calgary,Zimbabwe,Africa,Women+,125,Alberta
Calgary,Algeria,Africa,Women+,50,Alberta
Calgary,Egypt,Africa,Women+,310,Alberta
Calgary,Libya,Africa,Women+,110,Alberta
Calgary,Morocco,Africa,Women+,125,Alberta
Calgary,Sudan,Africa,Women+,225,Alberta
Calgary,Tunisia,Africa,Women+,25,Alberta
Calgary,Cameroon,Africa,Women+,235,Alberta
Calgary,"Congo, Democratic Republic of the",Africa,Women+,75,Alberta
Calgary,Botswana,Africa,Women+,25,Alberta
Calgary,Lesotho,Africa,Women+,10,Alberta
Calgary,"South Africa, Republic of",Africa,Women+,350,Alberta
Calgary,Afghanistan,Asia,Women+,455,Alberta
Calgary,Armenia,Asia,Women+,25,Alberta
Calgary,Azerbaijan,Asia,Women+,45,Alberta
Calgary,Georgia,Asia,Women+,10,Alberta
Calgary,Iran,Asia,Women+,450,Alberta
Calgary,Iraq,Asia,Women+,505,Alberta
Calgary,Israel,Asia,Women+,155,Alberta
Calgary,Jordan,Asia,Women+,70,Alberta
Calgary,Kazakhstan,Asia,Women+,110,Alberta
Calgary,Kuwait,Asia,Women+,90,Alberta
Calgary,Kyrgyzstan,Asia,Women+,20,Alberta
Calgary,Lebanon,Asia,Women+,235,Alberta
Calgary,Oman,Asia,Women+,15,Alberta
Calgary,Qatar,Asia,Women+,25,Alberta
Calgary,Saudi Arabia,Asia,Women+,100,Alberta
Calgary,Syria,Asia,Women+,1465,Alberta
Calgary,Turkey,Asia,Women+,230,Alberta
Calgary,Turkmenistan,Asia,Women+,15,Alberta
Calgary,United Arab Emirates,Asia,Women+,170,Alberta
Calgary,Uzbekistan,Asia,Women+,35,Alberta
Calgary,West Bank and Gaza Strip,Asia,Women+,90,Alberta
Calgary,Yemen,Asia,Women+,95,Alberta
Calgary,China,Asia,Women+,3170,Alberta
Calgary,Hong Kong,Asia,Women+,195,Alberta
Calgary,Japan,Asia,Women+,150,Alberta
Calgary,"Korea, South",Asia,Women+,1030,Alberta
Calgary,Mongolia,Asia,Women+,55,Alberta
Calgary,Taiwan,Asia,Women+,150,Alberta
Calgary,Cambodia,Asia,Women+,70,Alberta
Calgary,Indonesia,Asia,Women+,90,Alberta
Calgary,Laos,Asia,Women+,10,Alberta
Calgary,Malaysia,Asia,Women+,70,Alberta
Calgary,Myanmar,Asia,Women+,45,Alberta
Calgary,Philippines,Asia,Women+,8995,Alberta
Calgary,Singapore,Asia,Women+,40,Alberta
Calgary,Thailand,Asia,Women+,150,Alberta
Calgary,Viet Nam,Asia,Women+,645,Alberta
Calgary,Bangladesh,Asia,Women+,320,Alberta
Calgary,India,Asia,Women+,7350,Alberta
Calgary,Nepal,Asia,Women+,235,Alberta
Calgary,Pakistan,Asia,Women+,1240,Alberta
Calgary,Sri Lanka,Asia,Women+,75,Alberta
Calgary,United States of America,North America,Men+,1025,Alberta
Calgary,Costa Rica,North America,Men+,15,Alberta
Calgary,El Salvador,North America,Men+,85,Alberta
Calgary,Guatemala,North America,Men+,45,Alberta
Calgary,Honduras,North America,Men+,45,Alberta
Calgary,Mexico,North America,Men+,665,Alberta
Calgary,Nicaragua,North America,Men+,15,Alberta
Calgary,Bahamas,North America,Men+,15,Alberta
Calgary,Barbados,North America,Men+,10,Alberta
Calgary,Cuba,North America,Men+,50,Alberta
Calgary,Dominican Republic,North America,Men+,45,Alberta
Calgary,Haiti,North America,Men+,50,Alberta
Calgary,Jamaica,North America,Men+,220,Alberta
Calgary,Saint Lucia,North America,Men+,10,Alberta
Calgary,Trinidad and Tobago,North America,Men+,35,Alberta
Calgary,Argentina,South America,Men+,30,Alberta
Calgary,Bolivia,South America,Men+,25,Alberta
Calgary,Brazil,South America,Men+,365,Alberta
Calgary,Chile,South America,Men+,50,Alberta
Calgary,Colombia,South America,Men+,235,Alberta
Calgary,Ecuador,South America,Men+,35,Alberta
Calgary,Peru,South America,Men+,25,Alberta
Calgary,Venezuela,South America,Men+,335,Alberta
Calgary,Austria,Europe,Men+,15,Alberta
Calgary,Belgium,Europe,Men+,15,Alberta
Calgary,France,Europe,Men+,95,Alberta
Calgary,Germany,Europe,Men+,125,Alberta
Calgary,Netherlands,Europe,Men+,50,Alberta
Calgary,Switzerland,Europe,Men+,15,Alberta
Calgary,Belarus,Europe,Men+,15,Alberta
Calgary,Bulgaria,Europe,Men+,10,Alberta
Calgary,Czechia,Europe,Men+,50,Alberta
Calgary,Estonia,Europe,Men+,15,Alberta
Calgary,Hungary,Europe,Men+,70,Alberta
Calgary,Latvia,Europe,Men+,10,Alberta
Calgary,Lithuania,Europe,Men+,20,Alberta
Calgary,Moldova,Europe,Men+,100,Alberta
Calgary,Poland,Europe,Men+,175,Alberta
Calgary,Romania,Europe,Men+,170,Alberta
Calgary,Russian Federation,Europe,Men+,225,Alberta
Calgary,Slovakia,Europe,Men+,20,Alberta
Calgary,Ukraine,Europe,Men+,295,Alberta
Calgary,Denmark,Europe,Men+,10,Alberta
Calgary,Ireland,Europe,Men+,270,Alberta
Calgary,Sweden,Europe,Men+,10,Alberta
Calgary,United Kingdom,Europe,Men+,875,Alberta
Calgary,Albania,Europe,Men+,120,Alberta
Calgary,Bosnia and Herzegovina,Europe,Men+,35,Alberta
Calgary,Croatia,Europe,Men+,110,Alberta
Calgary,Greece,Europe,Men+,45,Alberta
Calgary,Italy,Europe,Men+,145,Alberta
Calgary,Kosovo,Europe,Men+,25,Alberta
Calgary,North Macedonia,Europe,Men+,15,Alberta
Calgary,Portugal,Europe,Men+,50,Alberta
Calgary,Serbia,Europe,Men+,15,Alberta
Calgary,Spain,Europe,Men+,65,Alberta
Calgary,Côte d'Ivoire,Africa,Men+,30,Alberta
Calgary,Gambia,Africa,Men+,10,Alberta
Calgary,Ghana,Africa,Men+,160,Alberta
Calgary,Guinea,Africa,Men+,15,Alberta
Calgary,Nigeria,Africa,Men+,2730,Alberta
Calgary,Senegal,Africa,Men+,10,Alberta
Calgary,Burundi,Africa,Men+,10,Alberta
Calgary,Eritrea,Africa,Men+,1240,Alberta
Calgary,Ethiopia,Africa,Men+,790,Alberta
Calgary,Kenya,Africa,Men+,140,Alberta
Calgary,Mauritius,Africa,Men+,45,Alberta
Calgary,Rwanda,Africa,Men+,20,Alberta
Calgary,Somalia,Africa,Men+,125,Alberta
Calgary,South Sudan,Africa,Men+,35,Alberta
Calgary,Tanzania,Africa,Men+,50,Alberta
Calgary,Uganda,Africa,Men+,90,Alberta
Calgary,Zambia,Africa,Men+,15,Alberta
Calgary,Zimbabwe,Africa,Men+,100,Alberta
Calgary,Algeria,Africa,Men+,15,Alberta
Calgary,Egypt,Africa,Men+,240,Alberta
Calgary,Libya,Africa,Men+,75,Alberta
Calgary,Morocco,Africa,Men+,95,Alberta
Calgary,Sudan,Africa,Men+,195,Alberta
Calgary,Tunisia,Africa,Men+,60,Alberta
Calgary,Cameroon,Africa,Men+,180,Alberta
Calgary,"Congo, Democratic Republic of the",Africa,Men+,75,Alberta
Calgary,"Congo, Republic of the",Africa,Men+,10,Alberta
Calgary,Botswana,Africa,Men+,10,Alberta
Calgary,"South Africa, Republic of",Africa,Men+,360,Alberta
Calgary,Afghanistan,Asia,Men+,365,Alberta
Calgary,Armenia,Asia,Men+,15,Alberta
Calgary,Azerbaijan,Asia,Men+,35,Alberta
Calgary,Bahrain,Asia,Men+,10,Alberta
Calgary,Georgia,Asia,Men+,10,Alberta
Calgary,Iran,Asia,Men+,360,Alberta
Calgary,Iraq,Asia,Men+,395,Alberta
Calgary,Israel,Asia,Men+,170,Alberta
Calgary,Jordan,Asia,Men+,80,Alberta
Calgary,Kazakhstan,Asia,Men+,75,Alberta
Calgary,Kuwait,Asia,Men+,50,Alberta
Calgary,Kyrgyzstan,Asia,Men+,20,Alberta
Calgary,Lebanon,Asia,Men+,195,Alberta
Calgary,Oman,Asia,Men+,10,Alberta
Calgary,Qatar,Asia,Men+,35,Alberta
Calgary,Saudi Arabia,Asia,Men+,135,Alberta
Calgary,Syria,Asia,Men+,1265,Alberta
Calgary,Turkey,Asia,Men+,165,Alberta
Calgary,Turkmenistan,Asia,Men+,15,Alberta
Calgary,United Arab Emirates,Asia,Men+,175,Alberta
Calgary,Uzbekistan,Asia,Men+,25,Alberta
Calgary,West Bank and Gaza Strip,Asia,Men+,60,Alberta
Calgary,Yemen,Asia,Men+,95,Alberta
Calgary,China,Asia,Men+,2375,Alberta
Calgary,Hong Kong,Asia,Men+,110,Alberta
Calgary,Japan,Asia,Men+,20,Alberta
Calgary,"Korea, South",Asia,Men+,745,Alberta
Calgary,Mongolia,Asia,Men+,60,Alberta
Calgary,Taiwan,Asia,Men+,90,Alberta
Calgary,Cambodia,Asia,Men+,30,Alberta
Calgary,Indonesia,Asia,Men+,60,Alberta
Calgary,Laos,Asia,Men+,10,Alberta
Calgary,Malaysia,Asia,Men+,45,Alberta
Calgary,Myanmar,Asia,Men+,20,Alberta
Calgary,Philippines,Asia,Men+,6855,Alberta
Calgary,Singapore,Asia,Men+,15,Alberta
Calgary,Thailand,Asia,Men+,35,Alberta
Calgary,Viet Nam,Asia,Men+,275,Alberta
Calgary,Bangladesh,Asia,Men+,275,Alberta
Calgary,India,Asia,Men+,6855,Alberta
Calgary,Nepal,Asia,Men+,225,Alberta
Calgary,Pakistan,Asia,Men+,995,Alberta
Calgary,Sri Lanka,Asia,Men+,65,Alberta
Calgary,United States of America,North America,Women+,1135,Alberta
Calgary,Costa Rica,North America,Women+,10,Alberta
Calgary,El Salvador,North America,Women+,60,Alberta
Calgary,Guatemala,North America,Women+,35,Alberta
Calgary,Honduras,North America,Women+,35,Alberta
Calgary,Mexico,North America,Women+,660,Alberta
Calgary,Nicaragua,North America,Women+,30,Alberta
Calgary,Panama,North America,Women+,10,Alberta
Calgary,Antigua and Barbuda,North America,Women+,10,Alberta
Calgary,Bahamas,North America,Women+,10,Alberta
Calgary,Barbados,North America,Women+,10,Alberta
Calgary,Cuba,North America,Women+,70,Alberta
Calgary,Dominican Republic,North America,Women+,65,Alberta
Calgary,Haiti,North America,Women+,45,Alberta
Calgary,Jamaica,North America,Women+,245,Alberta
Calgary,Saint Lucia,North America,Women+,10,Alberta
Calgary,Saint Vincent and the Grenadines,North America,Women+,10,Alberta
Calgary,Trinidad and Tobago,North America,Women+,45,Alberta
Calgary,Argentina,South America,Women+,55,Alberta
Calgary,Bolivia,South America,Women+,25,Alberta
Calgary,Brazil,South America,Women+,495,Alberta
Calgary,Chile,South America,Women+,70,Alberta
Calgary,Colombia,South America,Women+,380,Alberta
Calgary,Ecuador,South America,Women+,25,Alberta
Calgary,Paraguay,South America,Women+,15,Alberta
Calgary,Peru,South America,Women+,55,Alberta
Calgary,Venezuela,South America,Women+,460,Alberta
Calgary,Belgium,Europe,Women+,20,Alberta
Calgary,France,Europe,Women+,115,Alberta
Calgary,Germany,Europe,Women+,130,Alberta
Calgary,Netherlands,Europe,Women+,45,Alberta
Calgary,Switzerland,Europe,Women+,20,Alberta
Calgary,Belarus,Europe,Women+,35,Alberta
Calgary,Bulgaria,Europe,Women+,40,Alberta
Calgary,Czechia,Europe,Women+,50,Alberta
Calgary,Estonia,Europe,Women+,15,Alberta
Calgary,Hungary,Europe,Women+,40,Alberta
Calgary,Latvia,Europe,Women+,10,Alberta
Calgary,Lithuania,Europe,Women+,20,Alberta
Calgary,Moldova,Europe,Women+,105,Alberta
Calgary,Poland,Europe,Women+,200,Alberta
Calgary,Romania,Europe,Women+,165,Alberta
Calgary,Russian Federation,Europe,Women+,395,Alberta
Calgary,Slovakia,Europe,Women+,45,Alberta
Calgary,Ukraine,Europe,Women+,370,Alberta
Calgary,Finland,Europe,Women+,25,Alberta
Calgary,Ireland,Europe,Women+,130,Alberta
Calgary,Norway,Europe,Women+,10,Alberta
Calgary,Sweden,Europe,Women+,25,Alberta
Calgary,United Kingdom,Europe,Women+,710,Alberta
Calgary,Albania,Europe,Women+,80,Alberta
Calgary,Bosnia and Herzegovina,Europe,Women+,45,Alberta
Calgary,Croatia,Europe,Women+,80,Alberta
Calgary,Greece,Europe,Women+,30,Alberta
Calgary,Italy,Europe,Women+,85,Alberta
Calgary,Kosovo,Europe,Women+,40,Alberta
Calgary,Portugal,Europe,Women+,40,Alberta
Calgary,Serbia,Europe,Women+,30,Alberta
Calgary,Spain,Europe,Women+,40,Alberta
Calgary,Côte d'Ivoire,Africa,Women+,25,Alberta
Calgary,Gambia,Africa,Women+,10,Alberta
Calgary,Ghana,Africa,Women+,180,Alberta
Calgary,Guinea,Africa,Women+,15,Alberta
Calgary,Liberia,Africa,Women+,10,Alberta
Calgary,Nigeria,Africa,Women+,2835,Alberta
Calgary,Senegal,Africa,Women+,25,Alberta
Calgary,Burundi,Africa,Women+,20,Alberta
Calgary,Eritrea,Africa,Women+,1150,Alberta
Calgary,Ethiopia,Africa,Women+,890,Alberta
Calgary,Kenya,Africa,Women+,115,Alberta
Calgary,Madagascar,Africa,Women+,10,Alberta
Calgary,Mauritius,Africa,Women+,25,Alberta
Calgary,Rwanda,Africa,Women+,25,Alberta
Calgary,Somalia,Africa,Women+,170,Alberta
Calgary,South Sudan,Africa,Women+,75,Alberta
Calgary,Tanzania,Africa,Women+,50,Alberta
Calgary,Uganda,Africa,Women+,30,Alberta
Calgary,Zambia,Africa,Women+,10,Alberta
Calgary,Zimbabwe,Africa,Women+,125,Alberta
Calgary,Algeria,Africa,Women+,45,Alberta
Calgary,Egypt,Africa,Women+,255,Alberta
Calgary,Libya,Africa,Women+,100,Alberta
Calgary,Morocco,Africa,Women+,120,Alberta
Calgary,Sudan,Africa,Women+,195,Alberta
Calgary,Tunisia,Africa,Women+,25,Alberta
Calgary,Cameroon,Africa,Women+,215,Alberta
Calgary,"Congo, Democratic Republic of the",Africa,Women+,70,Alberta
Calgary,Botswana,Africa,Women+,20,Alberta
Calgary,Lesotho,Africa,Women+,10,Alberta
Calgary,"South Africa, Republic of",Africa,Women+,325,Alberta
Calgary,Afghanistan,Asia,Women+,400,Alberta
Calgary,Armenia,Asia,Women+,20,Alberta
Calgary,Azerbaijan,Asia,Women+,45,Alberta
Calgary,Iran,Asia,Women+,385,Alberta
Calgary,Iraq,Asia,Women+,450,Alberta
Calgary,Israel,Asia,Women+,140,Alberta
Calgary,Jordan,Asia,Women+,50,Alberta
Calgary,Kazakhstan,Asia,Women+,110,Alberta
Calgary,Kuwait,Asia,Women+,65,Alberta
Calgary,Kyrgyzstan,Asia,Women+,20,Alberta
Calgary,Lebanon,Asia,Women+,180,Alberta
Calgary,Oman,Asia,Women+,15,Alberta
Calgary,Qatar,Asia,Women+,25,Alberta
Calgary,Saudi Arabia,Asia,Women+,95,Alberta
Calgary,Syria,Asia,Women+,1160,Alberta
Calgary,Turkey,Asia,Women+,200,Alberta
Calgary,Turkmenistan,Asia,Women+,10,Alberta
Calgary,United Arab Emirates,Asia,Women+,125,Alberta
Calgary,Uzbekistan,Asia,Women+,30,Alberta
Calgary,West Bank and Gaza Strip,Asia,Women+,85,Alberta
Calgary,Yemen,Asia,Women+,90,Alberta
Calgary,China,Asia,Women+,3080,Alberta
Calgary,Hong Kong,Asia,Women+,175,Alberta
Calgary,Japan,Asia,Women+,140,Alberta
Calgary,"Korea, South",Asia,Women+,990,Alberta
Calgary,Mongolia,Asia,Women+,50,Alberta
Calgary,Taiwan,Asia,Women+,140,Alberta
Calgary,Cambodia,Asia,Women+,55,Alberta
Calgary,Indonesia,Asia,Women+,85,Alberta
Calgary,Laos,Asia,Women+,10,Alberta
Calgary,Malaysia,Asia,Women+,55,Alberta
Calgary,Myanmar,Asia,Women+,40,Alberta
Calgary,Philippines,Asia,Women+,8215,Alberta
Calgary,Singapore,Asia,Women+,40,Alberta
Calgary,Thailand,Asia,Women+,110,Alberta
Calgary,Viet Nam,Asia,Women+,565,Alberta
Calgary,Bangladesh,Asia,Women+,295,Alberta
Calgary,India,Asia,Women+,6925,Alberta
Calgary,Nepal,Asia,Women+,225,Alberta
Calgary,Pakistan,Asia,Women+,1120,Alberta
Calgary,Sri Lanka,Asia,Women+,65,Alberta
Chilliwack,United States of America,North America,Men+,40,British Columbia
Chilliwack,Mexico,North America,Men+,15,British Columbia
Chilliwack,Brazil,South America,Men+,35,British Columbia
Chilliwack,Chile,South America,Men+,10,British Columbia
Chilliwack,Ecuador,South America,Men+,10,British Columbia
Chilliwack,Germany,Europe,Men+,10,British Columbia
