Canadian Province/CMA,Visible minority,"Highest certificate, diploma or degree",Gender,Total - Labour force status,In the labour force,Employed,Unemployed,Not in the labour force,Participation rate,Employment rate,Unemployment rate,Province
Regina,Filipino,"College, CEGEP or other non-university certificate or diploma",Women+,70.0,65.0,60.0,0.0,0.0,92.9,85.7,0.0,Saskatchewan
Regina,Filipino,High (secondary) school diploma or equivalency certificate,Men+,285.0,250.0,230.0,20.0,30.0,87.7,80.7,8.0,Saskatchewan
Regina,Filipino,High (secondary) school diploma or equivalency certificate,Women+,320.0,200.0,185.0,20.0,120.0,62.5,57.8,10.0,Saskatchewan
Regina,Filipino,"No certificate, diploma or degree",Men+,125.0,55.0,45.0,15.0,65.0,44.0,36.0,27.3,Saskatchewan
Regina,Filipino,"No certificate, diploma or degree",Women+,105.0,40.0,35.0,0.0,70.0,38.1,33.3,0.0,Saskatchewan
Regina,Filipino,University certificate or diploma below bachelor level,Men+,20.0,20.0,20.0,0.0,0.0,100.0,100.0,0.0,Saskatchewan
Regina,Filipino,University certificate or diploma below bachelor level,Women+,20.0,20.0,20.0,0.0,0.0,100.0,100.0,0.0,Saskatchewan
Regina,Japanese,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Japanese,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Japanese,Bachelor's degree or higher,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Japanese,Bachelor's degree or higher,Women+,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Japanese,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Japanese,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Japanese,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Japanese,High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Japanese,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Japanese,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Japanese,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Japanese,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Korean,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Korean,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Korean,Bachelor's degree or higher,Men+,10.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0,Saskatchewan
Regina,Korean,Bachelor's degree or higher,Women+,30.0,15.0,15.0,0.0,15.0,50.0,50.0,0.0,Saskatchewan
Regina,Korean,"College, CEGEP or other non-university certificate or diploma",Men+,15.0,15.0,15.0,0.0,0.0,100.0,100.0,0.0,Saskatchewan
Regina,Korean,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Korean,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Korean,High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Korean,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Korean,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Korean,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Korean,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Latin American,Apprenticeship or trades certificate or diploma,Men+,10.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0,Saskatchewan
Regina,Latin American,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Latin American,Bachelor's degree or higher,Men+,30.0,30.0,25.0,0.0,0.0,100.0,83.3,0.0,Saskatchewan
Regina,Latin American,Bachelor's degree or higher,Women+,40.0,40.0,35.0,0.0,0.0,100.0,87.5,0.0,Saskatchewan
Regina,Latin American,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Latin American,"College, CEGEP or other non-university certificate or diploma",Women+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Saskatchewan
Regina,Latin American,High (secondary) school diploma or equivalency certificate,Men+,25.0,25.0,25.0,0.0,0.0,100.0,100.0,0.0,Saskatchewan
Regina,Latin American,High (secondary) school diploma or equivalency certificate,Women+,25.0,10.0,10.0,0.0,15.0,40.0,40.0,0.0,Saskatchewan
Regina,Latin American,"No certificate, diploma or degree",Men+,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Latin American,"No certificate, diploma or degree",Women+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Saskatchewan
Regina,Latin American,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Latin American,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Multiple visible minorities,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Multiple visible minorities,Apprenticeship or trades certificate or diploma,Women+,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Saskatchewan
Regina,Multiple visible minorities,Bachelor's degree or higher,Men+,25.0,20.0,20.0,0.0,10.0,80.0,80.0,0.0,Saskatchewan
Regina,Multiple visible minorities,Bachelor's degree or higher,Women+,25.0,10.0,10.0,0.0,10.0,40.0,40.0,0.0,Saskatchewan
Regina,Multiple visible minorities,"College, CEGEP or other non-university certificate or diploma",Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Saskatchewan
Regina,Multiple visible minorities,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Multiple visible minorities,High (secondary) school diploma or equivalency certificate,Men+,15.0,15.0,15.0,0.0,0.0,100.0,100.0,0.0,Saskatchewan
Regina,Multiple visible minorities,High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Multiple visible minorities,"No certificate, diploma or degree",Men+,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Saskatchewan
Regina,Multiple visible minorities,"No certificate, diploma or degree",Women+,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,Saskatchewan
Regina,Multiple visible minorities,University certificate or diploma below bachelor level,Men+,15.0,15.0,15.0,0.0,0.0,100.0,100.0,0.0,Saskatchewan
Regina,Multiple visible minorities,University certificate or diploma below bachelor level,Women+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Saskatchewan
Regina,South Asian,Apprenticeship or trades certificate or diploma,Men+,20.0,20.0,15.0,0.0,0.0,100.0,75.0,0.0,Saskatchewan
Regina,South Asian,Apprenticeship or trades certificate or diploma,Women+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Saskatchewan
Regina,South Asian,Bachelor's degree or higher,Men+,1505.0,1430.0,1330.0,100.0,75.0,95.0,88.4,7.0,Saskatchewan
Regina,South Asian,Bachelor's degree or higher,Women+,1570.0,1235.0,1020.0,210.0,340.0,78.7,65.0,17.0,Saskatchewan
Regina,South Asian,"College, CEGEP or other non-university certificate or diploma",Men+,125.0,120.0,110.0,10.0,0.0,96.0,88.0,8.3,Saskatchewan
Regina,South Asian,"College, CEGEP or other non-university certificate or diploma",Women+,185.0,115.0,100.0,20.0,70.0,62.2,54.1,17.4,Saskatchewan
Regina,South Asian,High (secondary) school diploma or equivalency certificate,Men+,195.0,175.0,125.0,55.0,20.0,89.7,64.1,31.4,Saskatchewan
Regina,South Asian,High (secondary) school diploma or equivalency certificate,Women+,195.0,75.0,55.0,20.0,120.0,38.5,28.2,26.7,Saskatchewan
Regina,South Asian,"No certificate, diploma or degree",Men+,105.0,45.0,35.0,10.0,60.0,42.9,33.3,22.2,Saskatchewan
Regina,South Asian,"No certificate, diploma or degree",Women+,120.0,35.0,25.0,15.0,80.0,29.2,20.8,42.9,Saskatchewan
Regina,South Asian,University certificate or diploma below bachelor level,Men+,210.0,210.0,205.0,0.0,0.0,100.0,97.6,0.0,Saskatchewan
Regina,South Asian,University certificate or diploma below bachelor level,Women+,155.0,110.0,105.0,0.0,45.0,71.0,67.7,0.0,Saskatchewan
Regina,Southeast Asian,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Southeast Asian,Apprenticeship or trades certificate or diploma,Women+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Saskatchewan
Regina,Southeast Asian,Bachelor's degree or higher,Men+,80.0,65.0,60.0,0.0,15.0,81.3,75.0,0.0,Saskatchewan
Regina,Southeast Asian,Bachelor's degree or higher,Women+,90.0,70.0,70.0,0.0,25.0,77.8,77.8,0.0,Saskatchewan
Regina,Southeast Asian,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Southeast Asian,"College, CEGEP or other non-university certificate or diploma",Women+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Saskatchewan
Regina,Southeast Asian,High (secondary) school diploma or equivalency certificate,Men+,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Southeast Asian,High (secondary) school diploma or equivalency certificate,Women+,35.0,20.0,20.0,0.0,20.0,57.1,57.1,0.0,Saskatchewan
Regina,Southeast Asian,"No certificate, diploma or degree",Men+,30.0,30.0,20.0,10.0,0.0,100.0,66.7,33.3,Saskatchewan
Regina,Southeast Asian,"No certificate, diploma or degree",Women+,35.0,20.0,20.0,0.0,10.0,57.1,57.1,0.0,Saskatchewan
Regina,Southeast Asian,University certificate or diploma below bachelor level,Men+,20.0,20.0,20.0,0.0,0.0,100.0,100.0,0.0,Saskatchewan
Regina,Southeast Asian,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,"Visible minority, n.i.e.",Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,"Visible minority, n.i.e.",Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,"Visible minority, n.i.e.",Bachelor's degree or higher,Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Saskatchewan
Regina,"Visible minority, n.i.e.",Bachelor's degree or higher,Women+,25.0,25.0,20.0,0.0,0.0,100.0,80.0,0.0,Saskatchewan
Regina,"Visible minority, n.i.e.","College, CEGEP or other non-university certificate or diploma",Men+,10.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0,Saskatchewan
Regina,"Visible minority, n.i.e.","College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,"Visible minority, n.i.e.",High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,"Visible minority, n.i.e.",High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,"Visible minority, n.i.e.","No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,"Visible minority, n.i.e.","No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,"Visible minority, n.i.e.",University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,"Visible minority, n.i.e.",University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,West Asian,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,West Asian,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,West Asian,Bachelor's degree or higher,Men+,25.0,20.0,20.0,0.0,0.0,80.0,80.0,0.0,Saskatchewan
Regina,West Asian,Bachelor's degree or higher,Women+,30.0,30.0,20.0,10.0,0.0,100.0,66.7,33.3,Saskatchewan
Regina,West Asian,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,West Asian,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,West Asian,High (secondary) school diploma or equivalency certificate,Men+,15.0,10.0,10.0,0.0,0.0,66.7,66.7,0.0,Saskatchewan
Regina,West Asian,High (secondary) school diploma or equivalency certificate,Women+,10.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0,Saskatchewan
Regina,West Asian,"No certificate, diploma or degree",Men+,20.0,15.0,15.0,0.0,10.0,75.0,75.0,0.0,Saskatchewan
Regina,West Asian,"No certificate, diploma or degree",Women+,25.0,10.0,0.0,0.0,15.0,40.0,0.0,0.0,Saskatchewan
Regina,West Asian,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,West Asian,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Saguenay,Arab,Apprenticeship or trades certificate or diploma,Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Saguenay
Saguenay,Arab,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Arab,Bachelor's degree or higher,Men+,25.0,20.0,20.0,0.0,0.0,80.0,80.0,0.0,Saguenay
Saguenay,Arab,Bachelor's degree or higher,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Arab,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Arab,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Arab,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Arab,High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Arab,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Arab,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Arab,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Arab,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Black,Apprenticeship or trades certificate or diploma,Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Saguenay
Saguenay,Black,Apprenticeship or trades certificate or diploma,Women+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Saguenay
Saguenay,Black,Bachelor's degree or higher,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Black,Bachelor's degree or higher,Women+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Saguenay
Saguenay,Black,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Black,"College, CEGEP or other non-university certificate or diploma",Women+,15.0,15.0,10.0,0.0,0.0,100.0,66.7,0.0,Saguenay
Saguenay,Black,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Black,High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Black,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Black,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Black,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Black,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Chinese,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Chinese,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Chinese,Bachelor's degree or higher,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Chinese,Bachelor's degree or higher,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Chinese,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Chinese,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Chinese,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Chinese,High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Chinese,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Chinese,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Chinese,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Chinese,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Filipino,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Filipino,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Filipino,Bachelor's degree or higher,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Filipino,Bachelor's degree or higher,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Filipino,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Filipino,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Filipino,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Filipino,High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Filipino,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Filipino,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Filipino,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Filipino,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Japanese,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Japanese,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Japanese,Bachelor's degree or higher,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Japanese,Bachelor's degree or higher,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Japanese,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Japanese,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Japanese,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Japanese,High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Japanese,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Japanese,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Japanese,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Japanese,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Korean,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Korean,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Korean,Bachelor's degree or higher,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Korean,Bachelor's degree or higher,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Korean,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Korean,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Korean,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Korean,High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Korean,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Korean,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Korean,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Korean,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Latin American,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
Saguenay,Latin American,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saguenay
