Canadian Province/CMA,Gender,Mother tongue,Population,Province
Calgary,Women+,Armenian,55,Alberta
Calgary,Women+,Baltic languages,30,Alberta
Calgary,Women+,Latvian,10,Alberta
Calgary,Women+,Lithuanian,15,Alberta
Calgary,Women+,Slavic languages,1640,Alberta
Calgary,Women+,Bulgarian,45,Alberta
Calgary,Women+,Czech,55,Alberta
Calgary,Women+,Polish,210,Alberta
Calgary,Women+,Russian,945,Alberta
Calgary,Women+,Serbo-Croatian,155,Alberta
Calgary,Women+,Bosnian,15,Alberta
Calgary,Women+,Croatian,90,Alberta
Calgary,Women+,Serbian,45,Alberta
Calgary,Women+,Slovak,60,Alberta
Calgary,Women+,Ukrainian,170,Alberta
Calgary,Women+,German,115,Alberta
Calgary,Women+,Afrikaans,140,Alberta
Calgary,Women+,Dutch,40,Alberta
Calgary,Women+,Swedish,20,Alberta
Calgary,Women+,Greek,25,Alberta
Calgary,Women+,Bengali,390,Alberta
Calgary,Women+,Gujarati,735,Alberta
Calgary,Women+,Hindi,1375,Alberta
Calgary,Women+,Kacchi,10,Alberta
Calgary,Women+,Konkani,30,Alberta
Calgary,Women+,Marathi,160,Alberta
Calgary,Women+,Nepali,230,Alberta
Calgary,Women+,Punjabi (Panjabi),3660,Alberta
Calgary,Women+,Sindhi,25,Alberta
Calgary,Women+,Sinhala (Sinhalese),50,Alberta
Calgary,Women+,Urdu,1180,Alberta
Calgary,Women+,"Indo-Aryan languages, n.i.e.",50,Alberta
Calgary,Women+,Kurdish,235,Alberta
Calgary,Women+,Pashto,110,Alberta
Calgary,Women+,Dari,280,Alberta
Calgary,Women+,Iranian Persian,390,Alberta
Calgary,Women+,"Persian (Farsi), n.o.s.",115,Alberta
Calgary,Women+,Italian,90,Alberta
Calgary,Women+,Portuguese,560,Alberta
Calgary,Women+,Romanian,255,Alberta
Calgary,Women+,Spanish,2255,Alberta
Calgary,Women+,Japanese,155,Alberta
Calgary,Women+,Korean,1005,Alberta
Calgary,Women+,Mongolian,50,Alberta
Calgary,Women+,Akan (Twi),95,Alberta
Calgary,Women+,Edo,45,Alberta
Calgary,Women+,"Fulah (Pular, Pulaar, Fulfulde)",10,Alberta
Calgary,Women+,Ga,15,Alberta
Calgary,Women+,Igbo,310,Alberta
Calgary,Women+,Kinyarwanda (Rwanda),30,Alberta
Calgary,Women+,Lingala,15,Alberta
Calgary,Women+,Mwani,40,Alberta
Calgary,Women+,Rundi (Kirundi),15,Alberta
Calgary,Women+,Shona,70,Alberta
Calgary,Women+,Soninke,10,Alberta
Calgary,Women+,Sotho-Tswana languages,15,Alberta
Calgary,Women+,Swahili,110,Alberta
Calgary,Women+,Wolof,20,Alberta
Calgary,Women+,Yoruba,705,Alberta
Calgary,Women+,"Niger-Congo languages, n.i.e.",145,Alberta
Calgary,Women+,Dinka,35,Alberta
Calgary,Women+,Nuer,35,Alberta
Calgary,Women+,"Nilo-Saharan languages, n.i.e.",30,Alberta
Calgary,Women+,Hakka,10,Alberta
Calgary,Women+,Mandarin,2815,Alberta
Calgary,Women+,Min Dong,10,Alberta
Calgary,Women+,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",30,Alberta
Calgary,Women+,Wu (Shanghainese),30,Alberta
Calgary,Women+,Yue (Cantonese),565,Alberta
Calgary,Women+,"Chinese, n.o.s.",15,Alberta
Calgary,Women+,Burmese,10,Alberta
Calgary,Women+,Tibetan,40,Alberta
Calgary,Women+,"Sino-Tibetan languages, n.i.e.",15,Alberta
Calgary,Women+,Thai,140,Alberta
Calgary,Women+,Azerbaijani,50,Alberta
Calgary,Women+,Kazakh,25,Alberta
Calgary,Women+,Turkish,200,Alberta
Calgary,Women+,Uzbek,20,Alberta
Calgary,Women+,Estonian,10,Alberta
Calgary,Women+,Finnish,20,Alberta
Calgary,Women+,Hungarian,65,Alberta
Edmonton,Men+,English,9655,Alberta
Edmonton,Men+,French,635,Alberta
Edmonton,Men+,Kabyle,15,Alberta
Edmonton,Men+,Hausa,35,Alberta
Edmonton,Men+,Bilen,120,Alberta
Edmonton,Men+,Oromo,240,Alberta
Edmonton,Men+,Somali,765,Alberta
Edmonton,Men+,Amharic,320,Alberta
Edmonton,Men+,Arabic,2965,Alberta
Edmonton,Men+,Harari,15,Alberta
Edmonton,Men+,Hebrew,65,Alberta
Edmonton,Men+,Tigrigna,975,Alberta
Edmonton,Men+,Vietnamese,205,Alberta
Edmonton,Men+,Bikol,40,Alberta
Edmonton,Men+,"Bisaya, n.o.s.",120,Alberta
Edmonton,Men+,Cebuano,350,Alberta
Edmonton,Men+,Hiligaynon,115,Alberta
Edmonton,Men+,Ilocano,325,Alberta
Edmonton,Men+,Indonesian,50,Alberta
Edmonton,Men+,Kankanaey,20,Alberta
Edmonton,Men+,Kinaray-a,10,Alberta
Edmonton,Men+,"Pampangan (Kapampangan, Pampango)",85,Alberta
Edmonton,Men+,Pangasinan,25,Alberta
Edmonton,Men+,"Tagalog (Pilipino, Filipino)",5835,Alberta
Edmonton,Men+,Waray-Waray,10,Alberta
Edmonton,Men+,"Austronesian languages, n.i.e.",90,Alberta
Edmonton,Men+,Haitian Creole,35,Alberta
Edmonton,Men+,Jamaican English Creole,10,Alberta
Edmonton,Men+,"Creole, n.o.s.",10,Alberta
Edmonton,Men+,"Creole languages, n.i.e.",10,Alberta
Edmonton,Men+,Kannada,25,Alberta
Edmonton,Men+,Malayalam,715,Alberta
Edmonton,Men+,Tamil,310,Alberta
Edmonton,Men+,Telugu,230,Alberta
Edmonton,Men+,Albanian,95,Alberta
Edmonton,Men+,Baltic languages,45,Alberta
Edmonton,Men+,Latvian,20,Alberta
Edmonton,Men+,Lithuanian,25,Alberta
Edmonton,Men+,Slavic languages,1040,Alberta
Edmonton,Men+,Czech,10,Alberta
Edmonton,Men+,Macedonian,10,Alberta
Edmonton,Men+,Polish,170,Alberta
Edmonton,Men+,Russian,260,Alberta
Edmonton,Men+,Serbo-Croatian,285,Alberta
Edmonton,Men+,Croatian,195,Alberta
Edmonton,Men+,Serbian,90,Alberta
Edmonton,Men+,Slovak,15,Alberta
Edmonton,Men+,Ukrainian,295,Alberta
Edmonton,Men+,Irish,10,Alberta
Edmonton,Men+,German,100,Alberta
Edmonton,Men+,Afrikaans,110,Alberta
Edmonton,Men+,Dutch,30,Alberta
Edmonton,Men+,Danish,10,Alberta
Edmonton,Men+,Greek,20,Alberta
Edmonton,Men+,Assamese,10,Alberta
Edmonton,Men+,Bengali,230,Alberta
Edmonton,Men+,Gujarati,890,Alberta
Edmonton,Men+,Hindi,1075,Alberta
Edmonton,Men+,Kacchi,10,Alberta
Edmonton,Men+,Kashmiri,10,Alberta
Edmonton,Men+,Konkani,25,Alberta
Edmonton,Men+,Marathi,95,Alberta
Edmonton,Men+,Nepali,240,Alberta
Edmonton,Men+,Punjabi (Panjabi),3660,Alberta
Edmonton,Men+,Sindhi,35,Alberta
Edmonton,Men+,Sinhala (Sinhalese),150,Alberta
Edmonton,Men+,Urdu,605,Alberta
Edmonton,Men+,"Indo-Aryan languages, n.i.e.",25,Alberta
Edmonton,Men+,Kurdish,115,Alberta
Edmonton,Men+,Pashto,65,Alberta
Edmonton,Men+,Dari,120,Alberta
Edmonton,Men+,Iranian Persian,195,Alberta
Edmonton,Men+,"Persian (Farsi), n.o.s.",45,Alberta
Edmonton,Men+,Italian,60,Alberta
Edmonton,Men+,Portuguese,225,Alberta
Edmonton,Men+,Romanian,65,Alberta
Edmonton,Men+,Spanish,1395,Alberta
Edmonton,Men+,Japanese,15,Alberta
Edmonton,Men+,Korean,490,Alberta
Edmonton,Men+,Mongolian,10,Alberta
Edmonton,Men+,Akan (Twi),55,Alberta
Edmonton,Men+,Edo,20,Alberta
Edmonton,Men+,Éwé,20,Alberta
Edmonton,Men+,"Fulah (Pular, Pulaar, Fulfulde)",10,Alberta
Edmonton,Men+,Ga,15,Alberta
Edmonton,Men+,Ganda,30,Alberta
Edmonton,Men+,Igbo,130,Alberta
Edmonton,Men+,Kinyarwanda (Rwanda),185,Alberta
Edmonton,Men+,Lingala,15,Alberta
Edmonton,Men+,Mwani,10,Alberta
Edmonton,Men+,Ndebele,15,Alberta
Edmonton,Men+,Rundi (Kirundi),115,Alberta
Edmonton,Men+,Shona,65,Alberta
Edmonton,Men+,Swahili,210,Alberta
Edmonton,Men+,Wolof,20,Alberta
Edmonton,Men+,Yoruba,330,Alberta
Edmonton,Men+,"Niger-Congo languages, n.i.e.",170,Alberta
Edmonton,Men+,Dinka,10,Alberta
Edmonton,Men+,"Nilo-Saharan languages, n.i.e.",10,Alberta
Edmonton,Men+,Mandarin,1390,Alberta
Edmonton,Men+,Yue (Cantonese),320,Alberta
Edmonton,Men+,"Chinese, n.o.s.",10,Alberta
Edmonton,Men+,Burmese,10,Alberta
Edmonton,Men+,Thai,40,Alberta
Edmonton,Men+,Turkish,170,Alberta
Edmonton,Men+,"Turkic languages, n.i.e.",10,Alberta
Edmonton,Men+,Hungarian,45,Alberta
Edmonton,Women+,English,9895,Alberta
Edmonton,Women+,French,710,Alberta
Edmonton,Women+,Kabyle,25,Alberta
Edmonton,Women+,Hausa,10,Alberta
Edmonton,Women+,Bilen,110,Alberta
Edmonton,Women+,Oromo,345,Alberta
Edmonton,Women+,Somali,845,Alberta
Edmonton,Women+,Amharic,350,Alberta
Edmonton,Women+,Arabic,2680,Alberta
Edmonton,Women+,Harari,25,Alberta
Edmonton,Women+,Hebrew,30,Alberta
Edmonton,Women+,Tigrigna,1120,Alberta
Edmonton,Women+,Khmer (Cambodian),20,Alberta
Edmonton,Women+,Vietnamese,400,Alberta
Edmonton,Women+,Bikol,25,Alberta
Edmonton,Women+,"Bisaya, n.o.s.",170,Alberta
Edmonton,Women+,Cebuano,425,Alberta
Edmonton,Women+,Hiligaynon,215,Alberta
Edmonton,Women+,Ilocano,420,Alberta
Edmonton,Women+,Indonesian,120,Alberta
Edmonton,Women+,Kankanaey,80,Alberta
Edmonton,Women+,Kinaray-a,15,Alberta
Edmonton,Women+,Malay,15,Alberta
Edmonton,Women+,"Pampangan (Kapampangan, Pampango)",70,Alberta
Edmonton,Women+,Pangasinan,20,Alberta
Edmonton,Women+,"Tagalog (Pilipino, Filipino)",7205,Alberta
Edmonton,Women+,Waray-Waray,35,Alberta
Edmonton,Women+,"Austronesian languages, n.i.e.",95,Alberta
Edmonton,Women+,Haitian Creole,10,Alberta
Edmonton,Women+,Krio,20,Alberta
Edmonton,Women+,"Creole, n.o.s.",15,Alberta
Edmonton,Women+,"Creole languages, n.i.e.",25,Alberta
Edmonton,Women+,Kannada,15,Alberta
Edmonton,Women+,Malayalam,720,Alberta
Edmonton,Women+,Tamil,355,Alberta
Edmonton,Women+,Telugu,225,Alberta
Edmonton,Women+,Albanian,70,Alberta
Edmonton,Women+,Armenian,10,Alberta
Edmonton,Women+,Baltic languages,45,Alberta
Edmonton,Women+,Latvian,35,Alberta
Edmonton,Women+,Lithuanian,10,Alberta
Edmonton,Women+,Slavic languages,1350,Alberta
Edmonton,Women+,Bulgarian,20,Alberta
Edmonton,Women+,Czech,30,Alberta
Edmonton,Women+,Macedonian,20,Alberta
Edmonton,Women+,Polish,220,Alberta
Edmonton,Women+,Russian,490,Alberta
Edmonton,Women+,Serbo-Croatian,230,Alberta
Edmonton,Women+,Croatian,145,Alberta
Edmonton,Women+,Serbian,75,Alberta
Edmonton,Women+,Slovak,15,Alberta
Edmonton,Women+,Ukrainian,360,Alberta
Edmonton,Women+,German,115,Alberta
Edmonton,Women+,Afrikaans,85,Alberta
Edmonton,Women+,Dutch,10,Alberta
Edmonton,Women+,Swedish,20,Alberta
Edmonton,Women+,Greek,15,Alberta
Edmonton,Women+,Assamese,10,Alberta
Edmonton,Women+,Bengali,290,Alberta
Edmonton,Women+,Gujarati,835,Alberta
Edmonton,Women+,Hindi,1195,Alberta
Edmonton,Women+,Marathi,125,Alberta
Edmonton,Women+,Nepali,285,Alberta
Edmonton,Women+,Punjabi (Panjabi),3525,Alberta
Edmonton,Women+,Sindhi,15,Alberta
Edmonton,Women+,Sinhala (Sinhalese),170,Alberta
Edmonton,Women+,Urdu,670,Alberta
Edmonton,Women+,"Indo-Aryan languages, n.i.e.",25,Alberta
Edmonton,Women+,Kurdish,100,Alberta
Edmonton,Women+,Pashto,60,Alberta
Edmonton,Women+,Dari,150,Alberta
Edmonton,Women+,Iranian Persian,220,Alberta
Edmonton,Women+,"Persian (Farsi), n.o.s.",45,Alberta
Edmonton,Women+,Italian,30,Alberta
Edmonton,Women+,Portuguese,295,Alberta
Edmonton,Women+,Romanian,90,Alberta
Edmonton,Women+,Spanish,1555,Alberta
Edmonton,Women+,Japanese,100,Alberta
Edmonton,Women+,Korean,700,Alberta
Edmonton,Women+,Mongolian,10,Alberta
Edmonton,Women+,Akan (Twi),70,Alberta
Edmonton,Women+,Edo,15,Alberta
Edmonton,Women+,Éwé,20,Alberta
Edmonton,Women+,"Fulah (Pular, Pulaar, Fulfulde)",30,Alberta
Edmonton,Women+,Ga,15,Alberta
Edmonton,Women+,Ganda,45,Alberta
Edmonton,Women+,Igbo,90,Alberta
Edmonton,Women+,Kinyarwanda (Rwanda),170,Alberta
Edmonton,Women+,Lingala,20,Alberta
Edmonton,Women+,Ndebele,15,Alberta
Edmonton,Women+,Rundi (Kirundi),90,Alberta
Edmonton,Women+,Shona,70,Alberta
Edmonton,Women+,Swahili,225,Alberta
Edmonton,Women+,Wolof,15,Alberta
Edmonton,Women+,Yoruba,310,Alberta
Edmonton,Women+,"Niger-Congo languages, n.i.e.",210,Alberta
Edmonton,Women+,Dinka,40,Alberta
Edmonton,Women+,"Nilo-Saharan languages, n.i.e.",15,Alberta
Edmonton,Women+,Mandarin,1855,Alberta
Edmonton,Women+,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",25,Alberta
Edmonton,Women+,Wu (Shanghainese),10,Alberta
Edmonton,Women+,Yue (Cantonese),400,Alberta
Edmonton,Women+,Burmese,15,Alberta
Edmonton,Women+,S'gaw Karen,20,Alberta
Edmonton,Women+,"Tibeto-Burman languages, n.i.e.",10,Alberta
Edmonton,Women+,Thai,100,Alberta
Edmonton,Women+,Azerbaijani,20,Alberta
Edmonton,Women+,Turkish,175,Alberta
Edmonton,Women+,"Turkic languages, n.i.e.",10,Alberta
Edmonton,Women+,Hungarian,45,Alberta
Lethbridge,Men+,English,495,Alberta
Lethbridge,Men+,Oromo,10,Alberta
Lethbridge,Men+,Amharic,25,Alberta
Lethbridge,Men+,Arabic,155,Alberta
Lethbridge,Men+,Tigrigna,10,Alberta
Lethbridge,Men+,Bikol,10,Alberta
Lethbridge,Men+,"Bisaya, n.o.s.",15,Alberta
Lethbridge,Men+,Ilocano,20,Alberta
Lethbridge,Men+,"Tagalog (Pilipino, Filipino)",270,Alberta
Lethbridge,Men+,Malayalam,10,Alberta
Lethbridge,Men+,Tamil,10,Alberta
Lethbridge,Men+,Telugu,15,Alberta
Lethbridge,Men+,Slavic languages,50,Alberta
Lethbridge,Men+,Polish,10,Alberta
Lethbridge,Men+,Russian,10,Alberta
Lethbridge,Men+,Serbo-Croatian,10,Alberta
Lethbridge,Men+,Serbian,10,Alberta
Lethbridge,Men+,Ukrainian,15,Alberta
Lethbridge,Men+,German,35,Alberta
Lethbridge,Men+,Afrikaans,15,Alberta
Lethbridge,Men+,Dutch,30,Alberta
Lethbridge,Men+,"Low German, n.o.s.",30,Alberta
Lethbridge,Men+,Plautdietsch,20,Alberta
Lethbridge,Men+,Bengali,10,Alberta
Lethbridge,Men+,Gujarati,40,Alberta
Lethbridge,Men+,Hindi,20,Alberta
Lethbridge,Men+,Nepali,65,Alberta
Lethbridge,Men+,Punjabi (Panjabi),20,Alberta
Lethbridge,Men+,Urdu,25,Alberta
Lethbridge,Men+,Kurdish,25,Alberta
Lethbridge,Men+,Portuguese,15,Alberta
Lethbridge,Men+,Spanish,185,Alberta
Lethbridge,Men+,Korean,15,Alberta
Lethbridge,Men+,Akan (Twi),25,Alberta
Lethbridge,Men+,Igbo,10,Alberta
Lethbridge,Men+,Swahili,35,Alberta
Lethbridge,Men+,Yoruba,30,Alberta
Lethbridge,Men+,"Niger-Congo languages, n.i.e.",15,Alberta
Lethbridge,Men+,Mandarin,10,Alberta
Lethbridge,Women+,English,500,Alberta
Lethbridge,Women+,French,20,Alberta
Lethbridge,Women+,Oromo,10,Alberta
Lethbridge,Women+,Somali,10,Alberta
Lethbridge,Women+,Amharic,10,Alberta
Lethbridge,Women+,Arabic,185,Alberta
Lethbridge,Women+,Tigrigna,10,Alberta
Lethbridge,Women+,Vietnamese,20,Alberta
Lethbridge,Women+,"Bisaya, n.o.s.",10,Alberta
Lethbridge,Women+,Cebuano,40,Alberta
Lethbridge,Women+,Ilocano,15,Alberta
Lethbridge,Women+,"Tagalog (Pilipino, Filipino)",340,Alberta
Lethbridge,Women+,Morisyen,10,Alberta
Lethbridge,Women+,Malayalam,10,Alberta
Lethbridge,Women+,Slavic languages,45,Alberta
Lethbridge,Women+,Polish,15,Alberta
Lethbridge,Women+,Russian,20,Alberta
Lethbridge,Women+,German,55,Alberta
Lethbridge,Women+,Afrikaans,10,Alberta
Lethbridge,Women+,Dutch,30,Alberta
Lethbridge,Women+,"Low German, n.o.s.",30,Alberta
Lethbridge,Women+,Plautdietsch,10,Alberta
Lethbridge,Women+,Bengali,10,Alberta
Lethbridge,Women+,Gujarati,35,Alberta
Lethbridge,Women+,Hindi,15,Alberta
Lethbridge,Women+,Nepali,50,Alberta
Lethbridge,Women+,Punjabi (Panjabi),15,Alberta
Lethbridge,Women+,Urdu,15,Alberta
Lethbridge,Women+,Kurdish,20,Alberta
Lethbridge,Women+,Portuguese,15,Alberta
Lethbridge,Women+,Spanish,200,Alberta
Lethbridge,Women+,Korean,15,Alberta
Lethbridge,Women+,Akan (Twi),15,Alberta
Lethbridge,Women+,Rundi (Kirundi),15,Alberta
Lethbridge,Women+,Swahili,50,Alberta
Lethbridge,Women+,Yoruba,35,Alberta
Lethbridge,Women+,"Niger-Congo languages, n.i.e.",10,Alberta
Lethbridge,Women+,Mandarin,30,Alberta
Lethbridge,Women+,Burmese,10,Alberta
Lethbridge,Women+,Thai,20,Alberta
Red Deer,Men+,English,470,Alberta
Red Deer,Men+,French,30,Alberta
Red Deer,Men+,Somali,20,Alberta
Red Deer,Men+,Arabic,170,Alberta
Red Deer,Men+,Hebrew,10,Alberta
Red Deer,Men+,"Bisaya, n.o.s.",25,Alberta
Red Deer,Men+,Cebuano,45,Alberta
Red Deer,Men+,Hiligaynon,15,Alberta
Red Deer,Men+,Ilocano,25,Alberta
Red Deer,Men+,"Pampangan (Kapampangan, Pampango)",30,Alberta
Red Deer,Men+,"Tagalog (Pilipino, Filipino)",605,Alberta
Red Deer,Men+,"Austronesian languages, n.i.e.",30,Alberta
Red Deer,Men+,Malayalam,15,Alberta
Red Deer,Men+,Slavic languages,170,Alberta
Red Deer,Men+,Polish,15,Alberta
Red Deer,Men+,Russian,30,Alberta
Red Deer,Men+,Serbo-Croatian,15,Alberta
Red Deer,Men+,Serbian,10,Alberta
Red Deer,Men+,Ukrainian,110,Alberta
Red Deer,Men+,Dutch,10,Alberta
Red Deer,Men+,Gujarati,40,Alberta
Red Deer,Men+,Hindi,20,Alberta
Red Deer,Men+,Nepali,10,Alberta
Red Deer,Men+,Punjabi (Panjabi),20,Alberta
Red Deer,Men+,Urdu,20,Alberta
Red Deer,Men+,Spanish,110,Alberta
Red Deer,Men+,Korean,25,Alberta
Red Deer,Men+,Akan (Twi),30,Alberta
Red Deer,Men+,Éwé,25,Alberta
Red Deer,Men+,Igbo,10,Alberta
Red Deer,Men+,Swahili,20,Alberta
Red Deer,Men+,"Niger-Congo languages, n.i.e.",10,Alberta
Red Deer,Men+,Mandarin,20,Alberta
Red Deer,Men+,Thai,10,Alberta
Red Deer,Women+,English,555,Alberta
Red Deer,Women+,French,25,Alberta
Red Deer,Women+,Somali,10,Alberta
Red Deer,Women+,Arabic,130,Alberta
Red Deer,Women+,Hebrew,10,Alberta
Red Deer,Women+,Vietnamese,20,Alberta
Red Deer,Women+,"Bisaya, n.o.s.",20,Alberta
Red Deer,Women+,Cebuano,40,Alberta
Red Deer,Women+,Hiligaynon,10,Alberta
Red Deer,Women+,Ilocano,15,Alberta
Red Deer,Women+,"Pampangan (Kapampangan, Pampango)",35,Alberta
Red Deer,Women+,"Tagalog (Pilipino, Filipino)",765,Alberta
Red Deer,Women+,"Austronesian languages, n.i.e.",10,Alberta
Red Deer,Women+,Malayalam,15,Alberta
Red Deer,Women+,Slavic languages,120,Alberta
Red Deer,Women+,Russian,40,Alberta
Red Deer,Women+,Serbo-Croatian,15,Alberta
Red Deer,Women+,Serbian,10,Alberta
Red Deer,Women+,Ukrainian,55,Alberta
Red Deer,Women+,Gujarati,50,Alberta
Red Deer,Women+,Hindi,10,Alberta
Red Deer,Women+,Nepali,20,Alberta
Red Deer,Women+,Punjabi (Panjabi),35,Alberta
Red Deer,Women+,Kurdish,25,Alberta
Red Deer,Women+,Pashto,10,Alberta
Red Deer,Women+,Dari,10,Alberta
Red Deer,Women+,Portuguese,10,Alberta
Red Deer,Women+,Spanish,130,Alberta
Red Deer,Women+,Korean,25,Alberta
Red Deer,Women+,Éwé,10,Alberta
Red Deer,Women+,Shona,10,Alberta
Red Deer,Women+,Swahili,10,Alberta
Red Deer,Women+,"Niger-Congo languages, n.i.e.",15,Alberta
Red Deer,Women+,Mandarin,20,Alberta
Red Deer,Women+,Thai,15,Alberta
British Columbia,Men+,English,26285,British Columbia
British Columbia,Men+,French,1495,British Columbia
British Columbia,Men+,Indigenous languages,10,British Columbia
British Columbia,Men+,Bilen,15,British Columbia
British Columbia,Men+,Oromo,95,British Columbia
British Columbia,Men+,Somali,145,British Columbia
British Columbia,Men+,"Cushitic languages, n.i.e.",10,British Columbia
British Columbia,Men+,Amharic,185,British Columbia
British Columbia,Men+,Arabic,4155,British Columbia
British Columbia,Men+,Assyrian Neo-Aramaic,75,British Columbia
British Columbia,Men+,Chaldean Neo-Aramaic,65,British Columbia
British Columbia,Men+,"Aramaic, n.o.s.",25,British Columbia
British Columbia,Men+,Hebrew,245,British Columbia
British Columbia,Men+,Tigrigna,915,British Columbia
British Columbia,Men+,Khmer (Cambodian),40,British Columbia
British Columbia,Men+,Vietnamese,920,British Columbia
British Columbia,Men+,Bikol,30,British Columbia
British Columbia,Men+,"Bisaya, n.o.s.",160,British Columbia
British Columbia,Men+,Cebuano,485,British Columbia
British Columbia,Men+,Fijian,30,British Columbia
British Columbia,Men+,Hiligaynon,180,British Columbia
British Columbia,Men+,Ilocano,750,British Columbia
British Columbia,Men+,Indonesian,195,British Columbia
British Columbia,Men+,Kankanaey,20,British Columbia
British Columbia,Men+,Kinaray-a,25,British Columbia
British Columbia,Men+,Malay,35,British Columbia
British Columbia,Men+,"Pampangan (Kapampangan, Pampango)",75,British Columbia
British Columbia,Men+,Pangasinan,30,British Columbia
British Columbia,Men+,"Tagalog (Pilipino, Filipino)",6635,British Columbia
British Columbia,Men+,Waray-Waray,35,British Columbia
British Columbia,Men+,"Austronesian languages, n.i.e.",60,British Columbia
British Columbia,Men+,Haitian Creole,20,British Columbia
British Columbia,Men+,Jamaican English Creole,10,British Columbia
British Columbia,Men+,Morisyen,35,British Columbia
British Columbia,Men+,"Creole, n.o.s.",25,British Columbia
British Columbia,Men+,Kannada,160,British Columbia
British Columbia,Men+,Malayalam,885,British Columbia
British Columbia,Men+,Tamil,785,British Columbia
British Columbia,Men+,Telugu,730,British Columbia
British Columbia,Men+,Tulu,20,British Columbia
British Columbia,Men+,Georgian,50,British Columbia
British Columbia,Men+,Albanian,85,British Columbia
British Columbia,Men+,Armenian,175,British Columbia
British Columbia,Men+,Baltic languages,55,British Columbia
British Columbia,Men+,Latvian,15,British Columbia
British Columbia,Men+,Lithuanian,40,British Columbia
British Columbia,Men+,Slavic languages,3320,British Columbia
British Columbia,Men+,Bulgarian,45,British Columbia
British Columbia,Men+,Czech,270,British Columbia
British Columbia,Men+,Macedonian,20,British Columbia
British Columbia,Men+,Polish,225,British Columbia
British Columbia,Men+,Russian,1640,British Columbia
British Columbia,Men+,Serbo-Croatian,540,British Columbia
British Columbia,Men+,Bosnian,25,British Columbia
British Columbia,Men+,Croatian,170,British Columbia
British Columbia,Men+,Serbian,345,British Columbia
British Columbia,Men+,"Serbo-Croatian, n.i.e.",10,British Columbia
British Columbia,Men+,Slovak,170,British Columbia
British Columbia,Men+,Slovene (Slovenian),25,British Columbia
British Columbia,Men+,Ukrainian,470,British Columbia
British Columbia,Men+,Irish,55,British Columbia
British Columbia,Men+,German,755,British Columbia
British Columbia,Men+,Swiss German,35,British Columbia
British Columbia,Men+,Afrikaans,410,British Columbia
British Columbia,Men+,Dutch,285,British Columbia
British Columbia,Men+,Vlaams (Flemish),15,British Columbia
British Columbia,Men+,Danish,70,British Columbia
British Columbia,Men+,Icelandic,30,British Columbia
British Columbia,Men+,Norwegian,30,British Columbia
British Columbia,Men+,Swedish,100,British Columbia
British Columbia,Men+,"Germanic languages, n.i.e.",10,British Columbia
British Columbia,Men+,Greek,145,British Columbia
British Columbia,Men+,Assamese,20,British Columbia
British Columbia,Men+,Bengali,520,British Columbia
British Columbia,Men+,Gujarati,780,British Columbia
British Columbia,Men+,Hindi,3945,British Columbia
British Columbia,Men+,Kacchi,20,British Columbia
British Columbia,Men+,Kashmiri,10,British Columbia
British Columbia,Men+,Konkani,45,British Columbia
British Columbia,Men+,Marathi,385,British Columbia
British Columbia,Men+,Nepali,185,British Columbia
British Columbia,Men+,Odia,15,British Columbia
British Columbia,Men+,Punjabi (Panjabi),11350,British Columbia
British Columbia,Men+,Sindhi,30,British Columbia
British Columbia,Men+,Sinhala (Sinhalese),140,British Columbia
British Columbia,Men+,Urdu,1190,British Columbia
British Columbia,Men+,"Indo-Aryan languages, n.i.e.",35,British Columbia
British Columbia,Men+,Kurdish,495,British Columbia
British Columbia,Men+,Pashto,270,British Columbia
British Columbia,Men+,Dari,505,British Columbia
British Columbia,Men+,Iranian Persian,2475,British Columbia
British Columbia,Men+,"Persian (Farsi), n.o.s.",260,British Columbia
British Columbia,Men+,"Iranian languages, n.i.e.",30,British Columbia
British Columbia,Men+,"Indo-Iranian languages, n.i.e.",15,British Columbia
British Columbia,Men+,Catalan,55,British Columbia
British Columbia,Men+,Italian,450,British Columbia
British Columbia,Men+,Portuguese,2525,British Columbia
British Columbia,Men+,Romanian,250,British Columbia
British Columbia,Men+,Spanish,3790,British Columbia
British Columbia,Men+,Japanese,445,British Columbia
British Columbia,Men+,Korean,2900,British Columbia
British Columbia,Men+,Mongolian,50,British Columbia
British Columbia,Men+,Akan (Twi),85,British Columbia
British Columbia,Men+,Éwé,35,British Columbia
British Columbia,Men+,Ganda,10,British Columbia
British Columbia,Men+,Igbo,70,British Columbia
British Columbia,Men+,Kinyarwanda (Rwanda),45,British Columbia
British Columbia,Men+,Lingala,45,British Columbia
British Columbia,Men+,Rundi (Kirundi),20,British Columbia
British Columbia,Men+,Shona,60,British Columbia
British Columbia,Men+,Sotho-Tswana languages,10,British Columbia
British Columbia,Men+,Swahili,215,British Columbia
British Columbia,Men+,Yoruba,205,British Columbia
British Columbia,Men+,"Niger-Congo languages, n.i.e.",150,British Columbia
British Columbia,Men+,American Sign Language,10,British Columbia
British Columbia,Men+,Hakka,25,British Columbia
British Columbia,Men+,Mandarin,12005,British Columbia
British Columbia,Men+,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",200,British Columbia
British Columbia,Men+,Wu (Shanghainese),90,British Columbia
British Columbia,Men+,Yue (Cantonese),2295,British Columbia
British Columbia,Men+,"Chinese, n.o.s.",40,British Columbia
